Gene1,Gene2,Label
Tafa5,Ppp1r9a,WT_specific
Cldn34c1,Bbs12,AD_specific
Tmem45b,Grk4,Shared
Tfeb,Eif2s3y,Shared
Stau2,Apex2,Shared
Tafa5,Osbpl10,Shared
St6galnac3,Gpr34,WT_specific
N4bp2l2,Cycs,WT_specific
Gpr35,3830406C13Rik,Shared
Zswim7,Snrnp48,WT_specific
Zfp369,Adgrf4,AD_specific
Gm2974,2610042L04Rik,AD_specific
Zfp457,Ssbp2,WT_specific
Tcf4,Gpr157,WT_specific
Pi15,Glrx2,Shared
Vinac1,Lztr1,AD_specific
LOC118568311,Dhcr24,WT_specific
Hnrnpd,Agbl3,AD_specific
Suds3,Hoxc9,WT_specific
Zeb1,4930512M02Rik,Shared
Trmt13,Maco1,WT_specific
Lrrtm4,Gm11238,AD_specific
Mterf1b,Abi3,WT_specific
Ubap1,Azin1,AD_specific
Depdc5,Chst3,WT_specific
Zfp939,Fgf13,Shared
Esrrb,Dhx37,AD_specific
Prlr,Cntn1,AD_specific
Scamp5,Rbpj,WT_specific
Hint3,Gtpbp3,WT_specific
Vmn1r58,1700049E17Rik1,AD_specific
Mtss2,Meis2,WT_specific
Nkx2-1,Lrrc27,WT_specific
Dph6,Atad2b,WT_specific
Stag1,Spink10,AD_specific
Pde4c,Lrrc61,AD_specific
Cntnap5c,Chd3,WT_specific
Mef2c,H2-Q4,Shared
Myo5a,Cwf19l2,AD_specific
St8sia1,Fam172a,Shared
Clca3a1,Ank2,WT_specific
Klhl22,Arih2,WT_specific
Tenm2,Gria1,AD_specific
Tnp2,Sun3,AD_specific
Wnt4,Magi1,WT_specific
Sp110,LOC118567759,Shared
Usp3,Ankrd55,AD_specific
Usp37,Pam,WT_specific
Pag1,2410004P03Rik,AD_specific
Zc3hav1l,Smg9,AD_specific
Zdhhc20,Cacng4,WT_specific
Marchf1,Colq,AD_specific
Il2ra,Gm41607,Shared
Xpnpep1,LOC118568348,Shared
Plcb4,Lmo3,WT_specific
Pxmp4,Ces2f,WT_specific
Ntrk3,Agbl3,AD_specific
Tmem106c,Psma3,AD_specific
Mzf1,Gm29776,WT_specific
Rimklb,Haus1,WT_specific
Prxl2c,Ankrd10,AD_specific
Zfp462,Fam155a,WT_specific
Speer3,Speer2,AD_specific
Med16,Haus2,AD_specific
Mga,Kdm4b,WT_specific
Slc41a2,Mindy2,WT_specific
Mxra7,Dcaf1,Shared
Vmn2r12,LOC118568715,AD_specific
Wdcp,Mpv17,AD_specific
LOC118568683,Gm46353,AD_specific
Utp4,Tmem220,AD_specific
Helb,Dyrk1b,AD_specific
Gcdh,Flywch1,AD_specific
Nvl,Fam83b,WT_specific
Vash1,Epb41l1,WT_specific
Zfp148,Pdcd2,WT_specific
Stau2,Maoa,AD_specific
Tmco1,Nom1,AD_specific
Pou2f1,Igsf10,Shared
Spopl,Spag1,AD_specific
Thrb,Lhx5,AD_specific
Zfp771,Slc38a11,WT_specific
Nsun7,Hdac9,WT_specific
Gpr35,Comt,WT_specific
Lrrtm1,Ankrd33b,WT_specific
Cdc123,Acsm2,WT_specific
Rngtt,Foxn2,AD_specific
Kcnj16,Frmd3,AD_specific
Ttc39b,Npy1r,AD_specific
Ybey,Ikbip,WT_specific
Zbtb1,AU022252,Shared
Fyco1,Cdh7,WT_specific
Septin3,Gm52229,WT_specific
Slc3a2,3830406C13Rik,Shared
Ino80,Eapp,WT_specific
Xiap,Knl1,WT_specific
Nfat5,Fndc3a,WT_specific
Pak6,Hivep2,WT_specific
Xpnpep1,LOC118568307,WT_specific
Tmem178b,Nkain3,WT_specific
Zfp583,Osbpl10,AD_specific
Zfp316,Gm4297,WT_specific
Rapgef4,LOC115488470,AD_specific
Strbp,Gm5820,AD_specific
Rfx4,Mfsd4a,AD_specific
Rora,Rabgap1l,Shared
Zdhhc21,Ate1,WT_specific
Obi1,Dmtn,WT_specific
Zfp873,Wdr33,WT_specific
Slitrk3,Nipal4,WT_specific
St6galnac3,Nkain3,WT_specific
Stau2,Myo5a,Shared
Trdmt1,Slc7a14,AD_specific
Trat1,Ermap,Shared
Tmem50a,Syt11,Shared
Nav2,Dkk1,Shared
Mcm9,Ap4s1,AD_specific
Serpina1a,Meis2,WT_specific
Phactr1,Hltf,WT_specific
Gpatch2,Gm52310,AD_specific
Tmppe,Gpatch2l,WT_specific
Slc38a6,Samd11,WT_specific
Tlcd5,Cacna1d,WT_specific
Stox2,Runx1t1,WT_specific
Tgs1,Slc26a1,WT_specific
Hs3st2,Bbx,WT_specific
Rbm28,Mertk,AD_specific
Tbck,Tasor,AD_specific
Kcnv1,Kcnd2,Shared
Lipn,Apba2,AD_specific
Hddc3,Ccdc82,Shared
Ermap,Ap1s3,WT_specific
Pard3b,Lzic,WT_specific
Zkscan1,Gnb4,WT_specific
Sv2c,Chl1,Shared
Ttc28,Rbm28,Shared
a,6720489N17Rik,AD_specific
Ndst1,Clns1a,WT_specific
Szrd1,Lgals4,AD_specific
Spc24,Cycs,AD_specific
Nktr,Cep72,AD_specific
Stxbp6,Aifm2,AD_specific
Megf11,Chka,WT_specific
Sox5,Gstp-ps,WT_specific
Lrrc61,Atxn7l1,AD_specific
Zfp687,Glt8d1,AD_specific
Kcnip4,Gm5451,AD_specific
Pou2f2,Astn1,Shared
Parp11,Nlrp1a,AD_specific
Morn1,Hoxc9,WT_specific
Miga1,Gpr174,WT_specific
Trmt13,Naip5,WT_specific
Gxylt2,Cdc42bpb,AD_specific
Slc10a7,Ppm1h,WT_specific
Slc25a40,Iars2,WT_specific
Slc17a8,C130026I21Rik,WT_specific
Mindy3,Kcnj16,WT_specific
Slc26a1,Cdon,WT_specific
Rad1,Hyal3,AD_specific
Gle1,Ankrd7,WT_specific
Zfp729a,Syt11,WT_specific
Med16,Abhd6,WT_specific
Sumf2,Gfap,AD_specific
Syt11,Atad2,WT_specific
Crip3,Adap2,WT_specific
Slc3a2,Camkmt,WT_specific
a,Asap2,AD_specific
Zfp536,E4f1,WT_specific
Optn,Cdv3,AD_specific
Pot1b,Nars2,Shared
Tbrg4,Rapgef2,WT_specific
Shfl,Coro2a,WT_specific
Tnks2,Obi1,WT_specific
Kcnip4,Ifnar1,Shared
Kansl1l,Chek2,WT_specific
Utp11,Leo1,AD_specific
Tmf1,Igsf3,WT_specific
Pigr,Hdx,AD_specific
Zfp111,Fam169b,Shared
Knstrn,Atf1,AD_specific
Zfp996,Lrrtm4,Shared
Tyms,Pik3c3,Shared
Gmeb1,Bloc1s2,AD_specific
Tnfrsf14,Pdcd4,AD_specific
Stx11,Pygo1,AD_specific
Zfp318,Fign,WT_specific
Pappa,Itgb6,WT_specific
Pih1d2,Nme4,WT_specific
E2f3,Cd55,WT_specific
Hint3,Ces2b,WT_specific
LOC118568080,Gm40595,AD_specific
Gm21154,Gm17078,WT_specific
Tmem19,Rd3,AD_specific
Dynlt1a,Ank2,Shared
Lhcgr,Ctcfl,WT_specific
Tox3,Gm6351,Shared
Thrb,Klre1,WT_specific
Socs4,Kansl1l,AD_specific
Nts,E2f5,WT_specific
Faim2,5730409E04Rik,WT_specific
Gabra2,Cdh2,Shared
Npas3,4933428G20Rik,AD_specific
B4galnt2,Ankrd55,AD_specific
Kcnh5,Celf2,WT_specific
Usp3,Tmem161b,WT_specific
Utp11,Dmtn,AD_specific
Zfp950,Zfp316,WT_specific
Taf1d,Rfx4,AD_specific
Paxbp1,Nacc2,WT_specific
Tmem69,Atad2b,WT_specific
Paox,Atp1a2,WT_specific
Zfp459,Epha10,WT_specific
Sun1,Harbi1,WT_specific
Zic1,Rtbdn,AD_specific
Nfkb2,Esyt2,AD_specific
Wdcp,Baalc,AD_specific
Nek4,Klrg2,AD_specific
Trim65,LOC102638047,AD_specific
Syn3,Hivep2,WT_specific
Srpk2,Kcnh7,WT_specific
Slc25a40,Fmo1,Shared
Gmfb,Eapp,WT_specific
Stard3nl,Mpv17l,AD_specific
Snupn,Dmtn,AD_specific
Coq8b,2210408I21Rik,WT_specific
Gm50595,Efcab14,WT_specific
Kcnd2,Fbxl18,WT_specific
Poglut3,A430057M04Rik,WT_specific
Epha5,Eif2ak2,Shared
Rint1,Ap3b1,AD_specific
Snx12,Cfap100,AD_specific
Igsf3,Atxn3,WT_specific
Trat1,Rnf169,WT_specific
Slfn9,Ifnar1,Shared
S100a7a,Lrrc7,AD_specific
Ttll9,Npas3,AD_specific
Zbtb8os,Ms4a6c,WT_specific
Samd14,Cyp4a31,WT_specific
Stac,Ncan,WT_specific
Tmem167,Il1f9,AD_specific
Smg9,Cradd,AD_specific
Spopl,Rhobtb2,WT_specific
Wasf3,Cdk7,WT_specific
Pfkfb2,Cish,WT_specific
Zfp995,Gm7982,Shared
Stox2,Cert1,Shared
Tmem39b,Nip7,WT_specific
Frem2,Atxn3,AD_specific
Psmc3ip,Nr6a1,WT_specific
Rnf168,Dcun1d5,AD_specific
Marchf1,Kcnip4,Shared
Rgs7bp,C330007P06Rik,AD_specific
Mad1l1,Arhgef37,WT_specific
Zfp12,Nipal3,AD_specific
Trim36,Slc35e2,AD_specific
St8sia1,Gm8290,WT_specific
Plekhm1,Il7r,WT_specific
Uros,Rtbdn,WT_specific
Dlg1,C330007P06Rik,AD_specific
Yif1b,Mysm1,Shared
Tenm3,Mthfsl,WT_specific
Tnfrsf10b,Obi1,WT_specific
Wdr20,Lsm6,Shared
Cenpc1,A1cf,AD_specific
Mterf1b,Agbl3,WT_specific
N4bp2,Ino80,WT_specific
Wls,Gm46430,WT_specific
Gm21154,1700049E17Rik2,Shared
Tyms,Asxl2,Shared
Zic4,Ank3,WT_specific
Pde7b,Kctd16,WT_specific
Zfp12,Hcrtr1,WT_specific
Wnt4,Crip3,WT_specific
Sp100,Aasdh,WT_specific
Cyp4a31,Ccnl2,AD_specific
Suds3,Cd33,Shared
Tsn,Pam,WT_specific
Trim27,Tmem115,WT_specific
Rora,Cplx2,AD_specific
Gm16867,Cplx2,AD_specific
Rab3c,Mylk4,Shared
Snupn,Slc25a51,AD_specific
Car5a,Adat1,Shared
Zfp873,Lgals4,AD_specific
Nop56,Cep170,Shared
Slc6a5,0610030E20Rik,WT_specific
Zdhhc8,Wnt4,WT_specific
Paqr7,Gmpr2,Shared
Tcf7l1,Stard3nl,AD_specific
Zfhx3,Inhba,AD_specific
Zfp369,Pcnx4,WT_specific
Ikbip,Ankrd10,AD_specific
Zfp780b,Foxp1,WT_specific
Tnr,Nedd4l,WT_specific
Zfp280c,Wdr59,WT_specific
Zfp113,Myoz3,AD_specific
Slc25a38,Jmjd1c,AD_specific
Pard3b,Mrap2,WT_specific
Rusc2,Pcare,WT_specific
Folh1,Fcer2a,WT_specific
Hsd3b3,Adat1,AD_specific
Ppp2r2b,Kcnip4,Shared
Tmem161b,Slc3a2,Shared
Zc3h12b,Esyt2,WT_specific
Zdhhc8,Atad2b,WT_specific
Myoz3,Jmjd1c,AD_specific
Zbtb44,Ppp2r2b,WT_specific
Zfp408,Als2,WT_specific
Zkscan1,Rapgef2,WT_specific
LOC118568054,F830016B08Rik,WT_specific
Gngt1,Car5b,AD_specific
LOC118568632,LOC118568343,Shared
Ppp1r9a,Mms22l,WT_specific
Zic4,Tmem252,WT_specific
Phkg2,Frg1,WT_specific
Tom1l2,2510002D24Rik,AD_specific
Rnf126,Lrrtm4,AD_specific
Pi15,Grk4,WT_specific
Trat1,Pcnx4,Shared
Wdfy3,Otud7b,WT_specific
Rnasel,Neu3,AD_specific
Tyms,Cyp3a13,Shared
Ctbp2,Bloc1s2,Shared
Ptpn12,Dmtn,AD_specific
Washc4,Cxcr2,WT_specific
Zfp939,Gm4841,Shared
LOC115488002,Hmgcll1,WT_specific
Hmgb1,Gm7206,Shared
Pde4c,Ccser1,AD_specific
Tll1,Kcnj16,WT_specific
Snapc3,Olfr287,WT_specific
Tnrc18,Shank2,WT_specific
Onecut3,Fgf14,WT_specific
LOC118568683,Gm42226,AD_specific
Myo5a,Gm17175,WT_specific
Stard3nl,Dnmt3a,Shared
Vmn2r60,Vmn2r58,Shared
Pcnx4,Pag1,Shared
Ripor2,Ermard,AD_specific
Btbd9,Bloc1s3,AD_specific
Grk4,Ermap,WT_specific
Gpr173,Fam81a,AD_specific
Wnk3,Ripor2,WT_specific
Dgkz,Cercam,AD_specific
Ubtf,Luc7l2,WT_specific
Stox2,Alx4,AD_specific
Dcaf1,Cacna1d,AD_specific
Gm46294,Cxcr2,WT_specific
Klhl3,Hinfp,WT_specific
Zfp148,Zbtb1,WT_specific
Ubap1l,Tcf25,AD_specific
Zfp563,Gm42372,AD_specific
Sergef,Psg29,WT_specific
Nars2,Apex2,WT_specific
St8sia4,Akap13,Shared
Slc12a8,Relb,AD_specific
Il5ra,Ifnar1,WT_specific
Uncx,Pcdh17,WT_specific
Tigd3,Ccnl2,AD_specific
Mafg,Adam28,WT_specific
Slc35d1,Ms4a12,Shared
Prpf4b,Abhd6,AD_specific
Wnt4,Kif5b,AD_specific
Washc4,Tox3,AD_specific
Tbl3,Cyp20a1,WT_specific
Trat1,Rabgap1l,WT_specific
Zfp846,Eif2ak2,AD_specific
Kcnd2,Fcrl6,WT_specific
Slc9b2,Myl4,AD_specific
Trpv3,Kcnc2,WT_specific
Zbtb1,Gxylt2,WT_specific
Miga1,Gm46345,WT_specific
Cdk12,Ccdc167,AD_specific
Tppp3,Smg7,WT_specific
Msantd2,Crem,WT_specific
Tnfrsf10b,Arhgap24,AD_specific
Slc12a8,Pwwp2a,AD_specific
Ube4a,Ap3b1,WT_specific
Miga1,Cd300lf,WT_specific
Lrrc4c,Kif26b,Shared
Rimbp2,Fmn2,WT_specific
Tprgl,Dlg1,AD_specific
Nacc2,Ankrd33b,WT_specific
Slfn5,Gmpr2,WT_specific
Tor4a,Mdm4,AD_specific
Slc25a42,Csf2rb2,WT_specific
Phf11d,Acbd6,AD_specific
Slc4a1ap,Aim2,WT_specific
Il17ra,App,AD_specific
Slc50a1,Ncor1,AD_specific
Rngtt,Ppm1h,Shared
Nhsl2,Cenpc1,AD_specific
Ubap1,Lpp,WT_specific
Depdc5,A530032D15Rik,AD_specific
St8sia4,Asap2,Shared
Olfr613,Cdh19,Shared
LOC118567992,Gm5784,AD_specific
Plcb1,Kirrel,AD_specific
Zfp970,Nhsl1,AD_specific
Rdh9,Nars2,AD_specific
Grk4,A4galt,WT_specific
Cdkl1,Ccdc167,AD_specific
Uevld,Gmeb1,WT_specific
Gm5795,Gm3739,Shared
Fam172a,Adal,AD_specific
Mef2c,Dph5,WT_specific
Sertad3,Gxylt2,AD_specific
Syt11,Hsph1,Shared
Zdhhc21,Hsd3b5,Shared
Zfp37,Gm7972,Shared
Mindy2,Ap4s1,WT_specific
Ptgfrn,Pcdh9,Shared
Tppp3,Tmppe,WT_specific
Hip1,Fam124a,WT_specific
Ttc26,Inpp1,AD_specific
Wnt4,Slc35d1,AD_specific
Suds3,Kirrel3,Shared
Negr1,Fbxl17,WT_specific
Ogdh,Gm4841,WT_specific
Hfe,Ces2f,WT_specific
Hltf,Churc1,WT_specific
Serpina1a,Atp13a2,WT_specific
Zfp248,Akap6,WT_specific
Nipsnap1,Mettl2,WT_specific
Sirpa,Kcnd2,Shared
Foxj3,Egflam,Shared
Btbd16,Adra1a,AD_specific
Ifi203,Gm4841,AD_specific
Utp23,Acnat2,AD_specific
AW554918,3830406C13Rik,AD_specific
Nfat5,Hlcs,WT_specific
Zfp939,Kcnj10,Shared
Baalc,Adap2,Shared
Tafa5,Slc2a10,WT_specific
Ankrd7,Adra1a,Shared
Gm17768,Chadl,Shared
Zar1,Slc10a4,Shared
Esp24,Cab39,AD_specific
Vwa5b1,Runx3,WT_specific
Zbtb25,Gpi1,WT_specific
Npas4,Foxj3,AD_specific
Txnl4a,Arhgef37,WT_specific
Slfn9,Gm52817,WT_specific
Tfap2d,Ces2b,Shared
Tafa2,Gm4791,Shared
Slc25a42,Klhl32,AD_specific
Mkln1,Frrs1,WT_specific
Tlcd5,Hcrtr1,Shared
Neto1,Evc,WT_specific
Mtrf1,LOC115488470,AD_specific
Cyp4x1,Ank3,Shared
Cd33,Abcd4,WT_specific
Tasor,Fadd,AD_specific
4930519L02Rik,4930512M02Rik,Shared
Zfp950,Pde4b,Shared
Slc3a2,Kcnj6,AD_specific
Rapgef2,Gpatch2l,AD_specific
Otud7a,Arhgap39,WT_specific
Tyms,Myo5c,Shared
Zeb1,Sumf2,AD_specific
Lrrtm4,D3Ertd751e,AD_specific
Gm31606,Bco1,AD_specific
Slc25a40,LOC118568343,AD_specific
Tmem135,Pdp2,WT_specific
Heg1,Grip1,AD_specific
Tmem135,Abhd18,WT_specific
St8sia4,Cntn1,AD_specific
Thsd1,Lmbr1,Shared
Wdfy4,Gabrg1,AD_specific
St8sia4,Ctla2a,WT_specific
LOC118568310,LOC118568308,Shared
Efcc1,Bicral,AD_specific
Dyrk1b,Dlg1,WT_specific
Ttc28,Riok3,AD_specific
LOC118568645,Fmn2,AD_specific
Khdrbs2,Cfap99,Shared
Ndufaf7,Exosc7,WT_specific
Kcnj6,Det1,WT_specific
Xpnpep1,LOC118568306,Shared
Rpl23a,BC147527,AD_specific
Gm17149,Cck,AD_specific
Hdac4,Gm5108,AD_specific
Timm17b,Ino80,WT_specific
Xpnpep1,Pkd2,Shared
Dgkz,Btrc,WT_specific
Snupn,Cdk17,WT_specific
Sema6d,Fam83b,WT_specific
Slc38a11,Ap5z1,WT_specific
Ppp1r16b,Celf2,WT_specific
Sergef,Lhcgr,AD_specific
Plod2,Nrros,WT_specific
Tafa1,Sfxn3,WT_specific
Traf3ip2,Ogdh,AD_specific
Efcab5,Dnajc21,AD_specific
Map3k13,Hivep2,WT_specific
Snupn,Gm38702,AD_specific
Sorcs2,Mtif2,WT_specific
Optn,Atrn,WT_specific
Zdhhc22,Arntl,WT_specific
LOC118567336,Hmgcll1,AD_specific
Dcx,Acox3,WT_specific
Tfdp1,E430018J23Rik,WT_specific
Snx29,Alx4,WT_specific
Tmppe,Eci2,WT_specific
Gpr174,Gm17669,AD_specific
Prcc,Cask,WT_specific
Tox3,Rimbp2,WT_specific
Mthfsl,Gm52229,Shared
Hivep2,Cyp3a13,AD_specific
Rbak,Mbd4,AD_specific
Gm28729,Etfa,WT_specific
Srd5a3,Spop,WT_specific
Vmn1r30,Slc16a14,WT_specific
Nipal2,Myo5a,Shared
Obox5,Obox2,WT_specific
Sash1,Cyyr1,WT_specific
Pyroxd1,Nipal2,Shared
Taz,Lims1,AD_specific
LOC115488671,Fndc11,WT_specific
Tmem220,Meis2,WT_specific
Gm41607,Adal,WT_specific
Lpl,Armcx1,AD_specific
Mettl2,Mau2,WT_specific
Xpo4,Ppp1r9a,WT_specific
Ptpre,Kcnq5,WT_specific
Gm52229,Crppa,Shared
Zfp607b,Cd55,AD_specific
Ppm1k,Acnat1,AD_specific
Washc4,Ncbp3,Shared
Nav3,Gm41607,Shared
Lrrc4c,Gm15104,WT_specific
Gm5796,Gm3264,WT_specific
Slfn5,Camkmt,WT_specific
Ipo11,Etfa,AD_specific
Tut4,Itgb1bp2,AD_specific
Gnb1l,Dlg1,WT_specific
Rasd2,Gabra2,AD_specific
Slc25a40,Rnd1,WT_specific
Amd1,9930021J03Rik,WT_specific
Zfp583,LOC118567505,AD_specific
Tsga10,Dzip1,AD_specific
Gapdh,Dyrk1b,WT_specific
Zbtb34,Fam78b,WT_specific
Iqsec3,Eya1,WT_specific
Rab2a,Hsph1,AD_specific
Rchy1,Gabpb2,AD_specific
Zfp688,Wdr31,WT_specific
Vmn1r259,Vmn1r118,WT_specific
Wdcp,Kalrn,WT_specific
Trmt13,Kcnip4,WT_specific
Tfap2d,LOC115489981,Shared
Pms2,Cds2,WT_specific
Dvl3,Arf3,AD_specific
Zfp996,Gm9222,Shared
Trim9,Hnrnpa3,WT_specific
Zfp169,Clasp1,WT_specific
Tlr7,Kcnq5,AD_specific
Pcdh9,Insr,WT_specific
Mettl6,Arhgef37,WT_specific
Ptprz1,Gm31606,WT_specific
Zfp697,Slc10a7,Shared
Rai1,Megf11,AD_specific
St3gal2,Pon3,AD_specific
Myo5a,Cd300lf,WT_specific
Xcr1,Mapk1,AD_specific
Zfp583,Comt,AD_specific
Vmn1r58,Myo5a,Shared
Zfp202,Myo5a,Shared
Gm3636,Gm2974,AD_specific
Ap4s1,Abcd4,WT_specific
Kalrn,Ehbp1,WT_specific
Taf1,Adat1,AD_specific
Slc17a8,Lrrn4cl,WT_specific
Spopl,Rbm12b2,Shared
Sfxn4,Eapp,WT_specific
Chka,Ccdc167,WT_specific
Tasor,Pip4k2b,AD_specific
Zfp202,Washc4,WT_specific
Zfp369,Lhcgr,WT_specific
Rnf125,Ripk1,WT_specific
Smad9,Cdkl2,WT_specific
Snupn,Sirt5,AD_specific
Tmem220,Polr3gl,AD_specific
Rhbdd2,Bcl2l15,WT_specific
Chd9,Apex2,WT_specific
LOC118568348,LOC118568345,WT_specific
Grid1,Dvl3,Shared
Mroh6,Gm21119,AD_specific
Kcnh6,Arhgap15,WT_specific
Tbx5,Fgf13,WT_specific
Klhl33,Gm32719,WT_specific
Maml2,Gmpr2,AD_specific
Tial1,Khdrbs2,AD_specific
Nsl1,Gad2,AD_specific
Ntrk3,Nfat5,WT_specific
Rere,Apol7e,AD_specific
Stk3,Slc35a1,AD_specific
Khdrbs2,Ccp110,WT_specific
Lrrc4c,Larp4b,AD_specific
Zfp459,Ddr1,WT_specific
Clpb,Clasp1,AD_specific
Rgl1,Celf2,WT_specific
Txnl4a,Rint1,AD_specific
Glrx2,Cwf19l2,AD_specific
Nup50,Dcaf10,AD_specific
Nipsnap1,Cbl,WT_specific
Fmn2,D430041D05Rik,WT_specific
Tmem19,Aqp7,WT_specific
Xpnpep1,LOC118568297,WT_specific
Rnf150,Lpp,WT_specific
Rhox8,LOC118567814,WT_specific
Rfc1,Pfkl,AD_specific
Mthfsl,Impg2,Shared
Trmt13,Tex47,WT_specific
Brip1,3830406C13Rik,Shared
Zfp385b,Ppargc1a,Shared
Lcp2,Kctd12b,WT_specific
Rab3c,Naca,AD_specific
Dlg2,Cetn3,AD_specific
Mterf1b,Impg2,Shared
Zfp950,Cdh19,Shared
Tbc1d4,Ppp4r1,WT_specific
Syne1,Slc9b2,Shared
Gga2,Armc9,Shared
Tmppe,Cenpq,WT_specific
Hspb11,Gm17768,AD_specific
Syt11,Ctcfl,Shared
Leo1,Gab1,AD_specific
Prr14,Gm6958,AD_specific
Thra,Tedc1,AD_specific
Zfp422,Slc35e2,AD_specific
Syn3,Larp1b,WT_specific
Ino80,Ikbip,WT_specific
Sh3bgrl,Npas3,WT_specific
Mex3c,Hmgcll1,AD_specific
Zfp839,Dnajb14,AD_specific
Psd2,Nav3,WT_specific
Nkain3,Cdh19,Shared
Wdr20,Uty,Shared
Tldc2,Dnmbp,AD_specific
Zfp202,Negr1,Shared
Pik3c2b,Pex5l,AD_specific
Ncam1,Chmp3,AD_specific
Ldhd,Haus8,WT_specific
Ybey,Spc24,AD_specific
Marf1,Gas7,WT_specific
Zfp687,Zdhhc8,AD_specific
Zfp277,Anks1b,AD_specific
Grk1,Chadl,WT_specific
LOC115488470,Anks1,AD_specific
Tnfrsf22,Kirrel,WT_specific
Zfyve9,E2f1,AD_specific
Nwd2,Eef1a2,Shared
Nvl,Ino80d,WT_specific
Zfp516,Paox,WT_specific
Fam161b,3300002I08Rik,WT_specific
Zic4,Stox2,Shared
Ncam1,Kcnj16,WT_specific
Jmjd1c,Dennd5b,Shared
Pkib,Gm15104,WT_specific
Taf10,Sipa1l3,WT_specific
Tcp11l1,Sox6,WT_specific
LOC118567664,Adra1a,WT_specific
Zbtb25,Bend3,WT_specific
Wnt4,Atf7ip,AD_specific
Pou2f2,Pigr,Shared
Rchy1,4931406B18Rik,WT_specific
Gm10340,4930555G01Rik,WT_specific
Rnf126,Dph5,WT_specific
Nckap5,Fam81a,Shared
Gm33153,Cyp20a1,WT_specific
Zyg11b,N4bp2,WT_specific
Rps20,Eno4,WT_specific
Tbc1d4,Pigv,WT_specific
Tasor,Coq8b,AD_specific
Rhox8,LOC118568255,AD_specific
Smim6,Recql5,Shared
Lhx5,Gm4841,WT_specific
Zfp941,Ank3,WT_specific
Zfp458,Bicral,WT_specific
Rdh13,Myoz3,AD_specific
Zfp939,Shfl,AD_specific
Rab8b,Hddc2,AD_specific
Gsap,Gm21188,WT_specific
Zscan2,Zfp57,AD_specific
Prdm2,Fan1,AD_specific
Zfp939,Hmgcll1,Shared
Ripk1,LOC108167553,AD_specific
Nedd4l,Atf7ip,WT_specific
Kif24,Cbln3,AD_specific
Zfp771,Ppp4r1,WT_specific
N4bp2,Gpatch8,WT_specific
Snx29,Cdon,WT_specific
Btnl6,Btnl4,WT_specific
Lin7b,Emsy,WT_specific
Gpr174,Aipl1,Shared
Dzip1,Adal,AD_specific
Zfp398,Resf1,WT_specific
Kcnip4,Adal,WT_specific
Il10rb,Igsf10,WT_specific
Srpk2,Rnf169,AD_specific
Lrrn4cl,Hfe,AD_specific
Mrtfb,Mast1,WT_specific
LOC115489981,Gsap,Shared
Gm5977,Gm40853,Shared
Ttc23,Nlrp4a,WT_specific
Uqcc1,Galntl6,AD_specific
Gm31255,Ankrd10,Shared
Zbed4,Glod4,WT_specific
Kcng3,Csnk2a1,WT_specific
Tmem19,Stxbp5l,WT_specific
Zfp937,Morc3,WT_specific
Rab3c,Emp2,AD_specific
Lix1,Cysrt1,AD_specific
Olfr1281,Dyrk1b,WT_specific
C330007P06Rik,Atxn3,AD_specific
Plch1,Lonrf1,WT_specific
Zfp277,Hivep2,Shared
Lhx5,Fan1,AD_specific
Senp7,Pag1,Shared
Dyrk1b,Atf1,WT_specific
Obi1,Mxra7,WT_specific
Senp7,Gm4841,WT_specific
Myo5a,Gramd1b,AD_specific
Unc13b,Tmem245,WT_specific
Zfp382,Mid2,WT_specific
Gm41408,Bcl2l15,AD_specific
Slx1b,D17H6S53E,Shared
Mtss2,Maml2,WT_specific
Rapgef4,Ncan,Shared
Ncam2,Gramd4,WT_specific
Slc6a18,Hmgcll1,WT_specific
Zbtb25,Ifnar2,WT_specific
Uevld,Tnfrsf14,Shared
Nr1h5,Hspb11,WT_specific
Sfxn4,Dock7,WT_specific
Slc50a1,Brd4,AD_specific
Xrcc2,Ppcdc,AD_specific
Otud7b,Mbd4,AD_specific
Ppfia2,Fhl1,WT_specific
Rimbp2,Kirrel3,WT_specific
Gm2897,Atxn7l1,WT_specific
Stard3nl,Rora,AD_specific
Phlpp2,Mdga2,WT_specific
Tmem45b,Mef2c,WT_specific
Zfp791,Slc3a2,AD_specific
Stxbp5l,Stag1,AD_specific
Tnks2,LOC118568020,Shared
Prpf18,D130037M23Rik,AD_specific
Zfp771,Kif5b,WT_specific
Ccn6,AW554918,WT_specific
Ppm1h,3830406C13Rik,Shared
Mier2,Cyld,AD_specific
Zswim5,Nipal2,WT_specific
Itgb1bp2,Alkbh8,AD_specific
Trim67,Pik3c2b,AD_specific
Pole4,Dcun1d5,WT_specific
Phka2,Klhl33,WT_specific
Smco1,Csf2ra,WT_specific
Ifi203,Cd55,WT_specific
Zfp697,Nkx2-1,Shared
Tcte3,Ankrd10,Shared
Gm52229,Eomes,WT_specific
Zc3h3,Crnkl1,WT_specific
Gm8220,Gm10377,AD_specific
Tbc1d22a,Mterf2,AD_specific
Mrgpre,Iglon5,WT_specific
Slc9b2,Inpp4b,AD_specific
Gm3325,Cbl,AD_specific
Ropn1,Ap1s3,AD_specific
Lrrn4cl,Colec12,AD_specific
Dcaf1,BC028528,WT_specific
Xpnpep1,LOC118568300,Shared
Prpf18,Etv1,AD_specific
Ptprs,Mest,WT_specific
Larp4b,Dgkd,AD_specific
Letmd1,Amy2b,AD_specific
