Gene1,Gene2,Label
Otp,Elavl4,WT_specific
Zranb3,Tyr,WT_specific
Gm14393,Acap2,WT_specific
Zfp536,Afap1,WT_specific
Zfp874b,A830018L16Rik,WT_specific
Rere,Duxbl1,AD_specific
Stau2,Gm15104,WT_specific
St6galnac3,Eri2,AD_specific
Inhba,Cdh4,WT_specific
Spag1,Anxa9,AD_specific
Stag1,Lrrtm4,WT_specific
Grk4,Fam81a,WT_specific
Plod2,Dyrk1b,Shared
Zdhhc23,Hs3st2,WT_specific
Rnft2,Hdac8,AD_specific
Gm32719,9030624G23Rik,Shared
Nipal2,Mef2c,Shared
Ears2,Ddr1,AD_specific
Zfand4,Otud7b,AD_specific
Triobp,Tmcc1,WT_specific
Nckap5,Gm4841,Shared
Ube2e3,Stxbp4,WT_specific
Pdxk,Nav2,WT_specific
Snx8,Hyal3,WT_specific
Uros,Fars2,WT_specific
Zfp706,Zfp575,WT_specific
Kcnd2,Cbl,WT_specific
Tab2,Chd9,Shared
Rapgef4,Cdk6,WT_specific
Stag1,Cplx2,AD_specific
Gm38702,Dcun1d5,AD_specific
Chka,Cdkl1,WT_specific
Sp110,Ipp,Shared
Sspn,LOC115488470,WT_specific
Ptprz1,Gm5977,WT_specific
Zfp449,Ms4a4a,WT_specific
Nkx2-1,Mlph,AD_specific
Wfdc3,Dnttip1,AD_specific
Mrpl39,Letmd1,AD_specific
Grip1,A1cf,Shared
Slc7a6,Frmd4a,WT_specific
Pde4b,H2-Q4,WT_specific
Fgf14,0610030E20Rik,WT_specific
Tyms,Cdh19,Shared
Tmem196,Ceacam1,WT_specific
Kctd14,Dnajc21,WT_specific
Utp11,Syt11,AD_specific
Zdhhc21,Ak4,Shared
Zfp462,Chst3,WT_specific
Slc35d2,Nlrc3,AD_specific
Hfe,Hddc3,AD_specific
Zfp462,Dgki,WT_specific
Rab2a,Hscb,WT_specific
Prnp,Otud3,AD_specific
Lpp,Lims1,AD_specific
Igsf10,Hnrnpc,AD_specific
Xpo4,Txnl4a,AD_specific
Ttbk1,Coq3,WT_specific
Prpf39,Dph2,AD_specific
Gtdc1,Fam169b,Shared
LOC118568416,C1ra,AD_specific
Xrcc2,Celf2,AD_specific
Uqcrb,Chd1l,AD_specific
Rapgef2,Cd33,WT_specific
Tnfrsf10b,D6Ertd527e,Shared
Gm16867,Camkmt,AD_specific
Sco1,Camk4,AD_specific
Rora,Pacs2,WT_specific
Zfp407,Nfkb2,WT_specific
Srbd1,Pcnx4,AD_specific
Synj2bp,Fgf14,AD_specific
Gm4275,Acbd6,WT_specific
LOC118568634,LOC118568299,AD_specific
Pde4d,Egfem1,WT_specific
Zkscan5,Sik1,WT_specific
LOC115489417,Fut8,Shared
Zfp395,Map3k3,WT_specific
Nepro,Mfsd4a,AD_specific
Zfp9,Stat5b,WT_specific
Tafa3,Slc12a9,WT_specific
Fcamr,Colq,AD_specific
Wasf3,Ppp2r2d,Shared
Vldlr,Osbpl10,AD_specific
Rttn,Cxcr2,WT_specific
Myoz3,Cdyl2,WT_specific
Xrcc3,St3gal5,WT_specific
Slc17a8,Ldah,WT_specific
Rpn2,Pacsin2,WT_specific
Ldha,Epha5,AD_specific
Pde4d,Ephb2,AD_specific
Nav2,Gm29776,AD_specific
Nup98,Mrto4-ps2,Shared
Lzts3,Gria1,Shared
Nrp2,Nampt,WT_specific
Klk14,Cplx2,AD_specific
Hexdc,3300002I08Rik,WT_specific
Zfp939,Gm5108,Shared
Senp7,Kcnip4,Shared
Marchf1,Ank3,Shared
Gm5622,1700049E17Rik1,Shared
Ccdc60,Brip1,AD_specific
Kcnh6,Cacna2d1,Shared
Myo16,Gm10015,AD_specific
Rarb,Kcnj10,WT_specific
Rhox8,Pde3a,WT_specific
Nhsl1,Hmmr,Shared
Scfd2,Rabgap1l,WT_specific
Mrpl27,Kif24,AD_specific
Klre1,Hpca,WT_specific
Zscan2,Btbd7,WT_specific
Osbpl10,Mre11a,AD_specific
Slc35a1,Dyrk1b,AD_specific
Kcnd2,Gm13547,Shared
Pygo1,Gm31606,WT_specific
Snrnp48,Shld1,WT_specific
Npas3,Adgrl3,Shared
Gas8,Cxcr2,AD_specific
Gm9222,1810030O07Rik,AD_specific
Pwwp2a,Gabra2,WT_specific
Gmip,Gls,WT_specific
Rangap1,Cnnm2,AD_specific
Slco5a1,Gm14137,WT_specific
Luc7l2,4930402H24Rik,WT_specific
Zfp462,Bmp8b,WT_specific
Foxj3,Cdh19,AD_specific
Mest,Cabp5,AD_specific
Uevld,Akr1e1,AD_specific
Szrd1,Ncapd3,WT_specific
Syt10,Iqcb1,WT_specific
Tyms,LOC118567336,AD_specific
Tmem19,Caln1,AD_specific
Gm17415,Cep295,WT_specific
Eif2s3y,Dynlt1a,Shared
Samd8,Rab3c,WT_specific
Hexdc,Gpr35,Shared
Tshz2,Slc25a12,WT_specific
Nvl,3300002I08Rik,Shared
Nsl1,Ifnar1,AD_specific
Chd9,Ces2b,WT_specific
Tlr7,Slc18b1,AD_specific
Slx1b,Pax6,WT_specific
Tox3,Il5ra,WT_specific
D6Ertd527e,Ankrd33b,AD_specific
Ehbp1,Dtnbp1,AD_specific
Uprt,Gm31606,WT_specific
Rora,Gm29776,WT_specific
Spc24,Slc2a12,Shared
Lnx1,Lmbr1,AD_specific
Phf24,BC034090,AD_specific
Rimklb,Ermard,AD_specific
Il31ra,Ddr1,WT_specific
Zfp937,Clec4a2,AD_specific
H2-Q4,Gm41607,Shared
Sec31a,Gm52217,AD_specific
Usp3,Tigar,AD_specific
Ldhd,Arl15,AD_specific
Iars2,Fnip2,Shared
Phka2,Gm3636,WT_specific
Kcnd2,Eif2ak2,AD_specific
Mdga2,Lzic,Shared
Wdfy2,Mier2,WT_specific
Zfp407,Mfsd4a,WT_specific
Nos1,Mylk4,AD_specific
Kcnd2,H2-Q4,WT_specific
Strbp,Acbd6,AD_specific
Nup93,Btbd19,WT_specific
Trpm7,Stag1,WT_specific
Prdm2,Nipsnap1,WT_specific
Zfp53,Sergef,Shared
Tbc1d9b,Msh6,WT_specific
Mettl2,Kif5b,AD_specific
Spopl,Lrrc58,WT_specific
Slc38a6,Lta,AD_specific
Spopl,Gm8290,Shared
Prkx,Ankrd33b,WT_specific
Zfp53,Gcm1,WT_specific
Pik3c3,Cxxc4,WT_specific
Rabgap1l,Ctla2a,AD_specific
Vamp4,Rexo5,WT_specific
LOC108167553,Ccdc148,AD_specific
Tmem245,Adarb2,AD_specific
Mthfsl,E2f3,Shared
Nat8f6,Kcnk6,WT_specific
Senp7,Mrpl14,AD_specific
Wdsub1,Celf2,AD_specific
Runx1t1,Aktip,WT_specific
Sp100,Phactr2,WT_specific
Pygo1,Nhsl2,WT_specific
Stim1,Mplkip,AD_specific
Slc9b2,Senp7,Shared
Tlcd5,Sfxn4,WT_specific
Pld5,Mtss2,WT_specific
Kcnip4,Hyal3,WT_specific
Mrpl27,Cast,AD_specific
Usp17la,Pabpc1l2b,Shared
Vti1a,Prmt8,WT_specific
Zfp948,Mrpl4,AD_specific
LOC100041903,Kctd16,AD_specific
Tnks2,Dennd2c,AD_specific
Wnt4,Fnip2,AD_specific
Ptcra,Ikbkg,AD_specific
Rabgap1l,Gm5977,AD_specific
Pwwp2a,Hhex,WT_specific
Gm16867,Atf7ip,Shared
Tmco1,Kansl3,AD_specific
Kansl1l,Btrc,AD_specific
Hoxc9,Fmn2,Shared
Wdcp,Dtx3l,WT_specific
Ptgfrn,Ikbkg,AD_specific
Zfp697,Gm4841,WT_specific
Ldhd,4930430F08Rik,Shared
Tenm2,Gpr174,Shared
Slc25a38,Dysf,WT_specific
Slc7a14,2210408I21Rik,AD_specific
Nckap5,Dtnb,WT_specific
Pde4d,Ntm,Shared
Setd7,Grap,WT_specific
Sgo2a,Rbpj,WT_specific
Nrp2,Nedd4l,WT_specific
Zfyve9,Xkr6,WT_specific
Asap2,Apex2,Shared
Gm33532,Astn1,WT_specific
Shank1,9930021J03Rik,WT_specific
Grk1,Dcun1d1,AD_specific
LOC101055672,Kif5b,AD_specific
Nos1,Celf2,WT_specific
Spc24,Mgat3,AD_specific
Atrn,Amt,WT_specific
She,Hoxb1,WT_specific
Pon3,Mrtfb,AD_specific
Xrn1,Slc29a2,WT_specific
Kcng3,D2hgdh,WT_specific
Mdc1,Chmp3,AD_specific
Stox2,Adap2,WT_specific
Zfp53,Synrg,WT_specific
Ube2j2,Mterf1b,AD_specific
Ticam2,Polr3c,WT_specific
Rint1,Cd84,AD_specific
Ppp2r2b,Hmgcll1,Shared
Rab11fip4,Bach2,WT_specific
Lyrm9,Desi2,WT_specific
Mtfmt,Bcas2,AD_specific
Mau2,Cast,WT_specific
Zfp169,Kcnab2,WT_specific
Map3k13,Bicral,AD_specific
Ntrk3,Gm52217,AD_specific
Stox2,Kif24,WT_specific
Trpm3,Tcf4,WT_specific
Hs2st1,Bloc1s2,AD_specific
Mdc1,Hip1,AD_specific
Prelid1,Car5b,AD_specific
Sergef,Neto1,AD_specific
Rbp7,Asb13,AD_specific
Zfp53,LOC118568783,Shared
Tshz3,Gcm1,Shared
Hoxc9,Fcamr,AD_specific
Marchf5,Ctbp2,WT_specific
Dcaf1,Arf3,AD_specific
Lonrf2,Hivep2,AD_specific
Ncor2,4930430F08Rik,Shared
Zfp948,Mcc,AD_specific
Ncor2,Larp1b,AD_specific
Spopl,Hddc3,Shared
Brip1,1810030O07Rik,AD_specific
Rgs20,Npas3,Shared
Ptprn2,Atp1a2,AD_specific
Dcdc2c,Cntn5,AD_specific
Ndufaf6,Ctcfl,WT_specific
Pnldc1,Apmap,WT_specific
Tigd3,Nipal2,WT_specific
Zfp113,Cert1,WT_specific
Ston2,Smarcad1,WT_specific
Cyp4a31,Brinp2,AD_specific
Osbpl9,Ints13,WT_specific
Ttc26,Mdc1,AD_specific
Zfp664,Setdb1,WT_specific
Prrx1,Lingo2,WT_specific
Vmn1r58,Unc5a,AD_specific
Myo7a,Gm31606,AD_specific
Tex9,Adat1,AD_specific
Ppp2r2b,Gm33532,AD_specific
Zfp697,LOC118568632,Shared
Dhrs3,Cert1,AD_specific
Npas3,Eepd1,Shared
Prss35,Ift46,Shared
Gm14393,Egflam,Shared
Cdc23,Alox15,AD_specific
Slc38a6,Gpr26,AD_specific
Ptprz1,Ngfr,WT_specific
Trat1,Nhsl1,WT_specific
Sfxn3,Gpc4,WT_specific
Zfp462,Slc7a2,AD_specific
Kcnip4,Ido2,WT_specific
Kansl1l,Dcun1d1,WT_specific
Lrrc27,Htr4,WT_specific
Nbea,Celf2,WT_specific
Nfia,Mafg,AD_specific
Gm3371,1700049E17Rik2,Shared
Tenm2,Ptpn7,AD_specific
Rgs17,Eif4e3,WT_specific
Vmn2r1,Ppp4r1,AD_specific
Zbtb21,Dyrk1b,Shared
Zfp771,Timmdc1,WT_specific
Nfix,Mob3b,WT_specific
Lrrc4c,Elovl7,WT_specific
Hecw1,Gm52229,Shared
Mfsd4a,Fbxo43,AD_specific
Tyms,Slc52a2,WT_specific
Ralgapa2,Nav2,WT_specific
Lhx5,Camkmt,AD_specific
Smg9,Gpi1,AD_specific
Psma3,Ldhd,AD_specific
Hsph1,Gal3st3,AD_specific
Spock2,Kcnj16,AD_specific
Crip3,Bach2,AD_specific
Terf2ip,Gcnt7,WT_specific
Gpr174,Gal3st3,WT_specific
Larp4b,Jmjd4,WT_specific
Unc13b,Lrrc69,AD_specific
Slitrk2,Cfap161,WT_specific
Hps3,9930021J03Rik,WT_specific
Hcn1,Cd59a,AD_specific
Zbtb1,Tulp3,AD_specific
Uqcc1,Pibf1,Shared
Msantd2,Il12rb1,WT_specific
Tmigd3,Gm45855,AD_specific
Wdcp,Rpusd1,AD_specific
Usp3,Ankrd44,AD_specific
Plp1,Celf2,WT_specific
Wdr20,Nbn,AD_specific
Msantd2,Lztr1,Shared
Stox2,Ebf1,WT_specific
Vti1a,Eya1,WT_specific
Erlec1,Eif2ak2,WT_specific
St3gal5,Ank2,WT_specific
Tmem45b,Gtdc1,AD_specific
Cdk15,Cd274,WT_specific
Grk4,4930430F08Rik,WT_specific
Alkbh8,Adgra1,WT_specific
Wdfy3,Gm38699,AD_specific
Tyms,Fam169b,AD_specific
Gad2,Dhx37,WT_specific
Nhsl2,Acad9,AD_specific
Lgr5,Dtx3l,AD_specific
Zfp462,Retreg1,WT_specific
Ncoa7,Gm4841,Shared
Zfp277,Pcnx4,Shared
Mrap2,Atxn7,WT_specific
Tenm3,Riok2,WT_specific
Ralgapa2,Gm52310,AD_specific
Negr1,Arih2,WT_specific
Ebf1,Ap4s1,WT_specific
Mest,Csf2rb2,Shared
H2-DMa,Gm52800,WT_specific
Zswim8,Gsdme,WT_specific
Pou2f1,Ambn,WT_specific
Zfp790,Synj2bp,WT_specific
Ubn2,Cd59a,WT_specific
Spin1,Rpn2,WT_specific
Rbfox3,Mettl24,WT_specific
Nsun6,Gm51691,Shared
Cdkl2,Ash2l,AD_specific
Rpl7l1,Gm52229,WT_specific
Zfp939,Hes7,AD_specific
Tcf12,Slitrk3,WT_specific
Pirt,Hivep2,Shared
LOC118568683,LOC118567557,AD_specific
Ybey,Pde3a,AD_specific
St6galnac3,Itga4,WT_specific
Zfp937,Plp1,WT_specific
Myoz3,Atg4c,Shared
Tpmt,Lsm6,AD_specific
Npr3,Ank3,WT_specific
Wdr20,Mtfmt,AD_specific
Ttbk1,Mre11a,AD_specific
Pou2f1,Pdik1l,WT_specific
Mmp14,Adprhl1,AD_specific
Nlrp10,Camk2a,WT_specific
Slitrk4,Fan1,WT_specific
Kctd16,Fam135b,WT_specific
Rab7b,Kif24,WT_specific
Ropn1,Gm52229,AD_specific
Plcb1,Gm52817,WT_specific
Nup50,Dgkh,AD_specific
Zfp369,Igsf10,Shared
Usp39,Morn1,AD_specific
Ncoa7,Bnc2,WT_specific
Ttll5,Dvl3,AD_specific
Zfand4,Aasdh,WT_specific
Xkr4,Tafa2,AD_specific
Tead1,Cd22,AD_specific
Nhsl2,Cdh19,Shared
H2-Q4,Anxa9,AD_specific
Zfp950,Acadm,WT_specific
Impg2,Cdh16,AD_specific
Rabgap1l,Cer1,AD_specific
LOC118568255,Kalrn,AD_specific
Sirt4,Dclre1c,WT_specific
Maml2,Arid5b,WT_specific
Rassf2,Dcaf1,WT_specific
Ppp2r2b,Dcc,AD_specific
Gad2,Ap4s1,AD_specific
Thra,Morn1,AD_specific
Nt5c3b,Gphn,WT_specific
Evi5,Agbl3,AD_specific
Sass6,Cybrd1,AD_specific
Pi15,Maml2,WT_specific
Nwd2,Mucl3,WT_specific
Ppil3,Ctcfl,AD_specific
Zfp398,Kdsr,Shared
Nkx2-1,Fxn,AD_specific
Stx18,Hoxc9,AD_specific
Zfp831,Morn1,AD_specific
Dmtn,Cp,AD_specific
LOC102638047,Csnk1e,WT_specific
Ttll9,Lzts3,Shared
Mfsd4a,Atxn2,AD_specific
Rac2,Atp9a,WT_specific
Slc9a8,Bdp1,WT_specific
Tmem82,Chek2,WT_specific
Eapp,Ap3b1,AD_specific
Rngtt,D830030K20Rik,WT_specific
Mmp14,Cd274,AD_specific
Gm4841,Dyrk1b,Shared
Nckap5,Mysm1,AD_specific
Tmem245,Rhbdl2,WT_specific
Plp1,Gm32719,WT_specific
Sun3,LOC118568783,WT_specific
Synj2bp,Hhatl,WT_specific
Zfp846,Pde10a,WT_specific
Riok2,Kcnj10,WT_specific
Rbbp8nl,Pld5,WT_specific
Mettl6,Gm31606,AD_specific
Itgb1bp2,Erc1,WT_specific
Insl5,Ano6,WT_specific
Nsd3,Gm29975,WT_specific
Ints13,Epha10,AD_specific
Lin28b,Gm52817,Shared
Piga,Nckap5,WT_specific
Zfp260,Chil3,AD_specific
Wdfy3,Tedc2,AD_specific
Nckap5,Hexdc,Shared
Gm8005,Gm21154,AD_specific
Gmpr2,Dnmbp,AD_specific
Gsap,D6Ertd527e,WT_specific
Trim9,Neto1,Shared
Tmed8,Sergef,AD_specific
Tlr7,Adal,Shared
Prss35,Gramd1b,WT_specific
Dcaf1,Cdh7,Shared
Dnah7b,Bicra,WT_specific
Vmn1r143,Vmn1r124,AD_specific
Mrpl48,Dcun1d5,WT_specific
Gm29776,Dhrs3,Shared
Gm33869,Gjc3,AD_specific
Colec12,Cep290,WT_specific
Kcnq5,B4galt6,AD_specific
Zfp57,Nme4,WT_specific
Ube4a,Tprkb,AD_specific
Mga,Dlg1,WT_specific
Grip1,Gpr75,AD_specific
Tmem167,Nfasc,Shared
Spc24,Churc1,AD_specific
Rnf168,Ces2f,WT_specific
Gxylt2,Gm32719,WT_specific
Gm9640,Gbp10,AD_specific
Tyms,Cpox,WT_specific
Zup1,Lhcgr,AD_specific
Plp1,Csnk2a1,WT_specific
Vmn1r58,Hbb-bh2,WT_specific
Mndal,Ifi203,AD_specific
Tnks2,Ppl,AD_specific
Zbtb16,Gm16867,AD_specific
Rab3c,Lamc3,Shared
Trmt13,Fars2,WT_specific
Tmem19,Cluap1,WT_specific
Golm2,Bdp1,WT_specific
Mex3c,Eef2kmt,AD_specific
Ppp2r2b,Ntrk3,WT_specific
Trim65,Gmfb,Shared
Ppm1h,Crem,AD_specific
Lrrc4c,Gm5785,WT_specific
Celf4,Arl15,AD_specific
Nr1h2,Ctbp2,WT_specific
Slc25a40,Rab2a,AD_specific
Tmem151b,Hnrnpd,WT_specific
Zfp948,Ap4s1,WT_specific
Thumpd2,Lsm6,Shared
Xlr,Grip1,WT_specific
Gm31255,Gm29986,Shared
Gm14151,Astn1,WT_specific
Zscan2,Mau2,WT_specific
Zfp873,Ikbip,AD_specific
LOC118568634,LOC118568343,Shared
Slc7a14,Lrrc69,WT_specific
Pigm,Arih2,AD_specific
Wdr46,Slc38a11,WT_specific
Lin28b,Camk4,WT_specific
Rhox8,Htr1d,Shared
Pcdh15,Alkbh8,WT_specific
Sv2c,Gm10408,AD_specific
Tfap2b,Ikzf4,WT_specific
Rps12-ps10,Crip3,WT_specific
Zfp729a,Inpp1,Shared
Lzts3,Dnm3,AD_specific
Rhbdl3,Akap6,WT_specific
Pax6,Dedd,WT_specific
Nipal2,Gramd1b,Shared
Lhcgr,Ankrd10,WT_specific
Wdr88,Marchf4,AD_specific
Rere,Nip7,Shared
Ncor2,Gm14296,WT_specific
N4bp1,Mapre1,WT_specific
Tafa3,Sowaha,WT_specific
Zfp202,Eif2ak2,Shared
Rabgap1l,Dnm3,WT_specific
Erlec1,Ebf1,Shared
Slc29a4,Myoz3,AD_specific
Ppp4r1,C330007P06Rik,AD_specific
Setd7,Fmn2,WT_specific
Ppargc1a,Maml2,Shared
Clec16a,Aktip,AD_specific
Map3k13,Cbl,WT_specific
Ppp2r3d,Htr1d,WT_specific
Lrrc7,LOC118568255,WT_specific
Mterf1b,Itga4,WT_specific
Parp11,H2-Q6,Shared
Mob4,Fbxo36,AD_specific
Vmn2r5,Vmn2r4,WT_specific
Zdhhc2,Cntnap2,WT_specific
Gen1,Fnip1,WT_specific
Zmiz2,Galr2,WT_specific
Triobp,Gm7972,Shared
Slc7a11,Atf1,WT_specific
Utp11,Snupn,AD_specific
Ssbp2,Gm14393,AD_specific
Gm5954,9930021J03Rik,WT_specific
P4ha3,Dgki,WT_specific
Atxn3,Adra1a,Shared
Zmynd8,Gpm6b,AD_specific
Denn2b,Bicral,AD_specific
Washc4,Stox2,WT_specific
Nhsl2,Mrps10,AD_specific
Jmjd1c,Disp3,WT_specific
Nsl1,Gm52817,AD_specific
Mroh6,Entpd3,AD_specific
Pus7,Knl1,WT_specific
Phka2,Kcnh7,Shared
Spag1,Kalrn,WT_specific
Rtkn2,Ociad2,AD_specific
Uevld,Kirrel,Shared
Negr1,Gm17768,WT_specific
Paqr3,LOC118568593,WT_specific
Usp3,Irak2,AD_specific
Hltf,Glrx2,AD_specific
Nav3,Dnal1,AD_specific
Lrrc31,C330007P06Rik,AD_specific
Usp4,Rpl23a,AD_specific
Cdk12,Bicral,WT_specific
Tfap2d,Kcnip4,Shared
Itgb1bp2,Efcc1,WT_specific
Ociad2,Chmp3,AD_specific
Gm9495,Crppa,AD_specific
Tmco1,Arid5b,WT_specific
Selenot,Exosc2,AD_specific
Pole4,LOC118568255,WT_specific
Nfia,Mest,AD_specific
LOC118568243,Gm20385,AD_specific
Cenpc1,2210408I21Rik,WT_specific
Prss35,Itga4,WT_specific
Nsl1,Magi1,AD_specific
Ube2l6,Ankrd7,AD_specific
Xkr6,Dtnbp1,WT_specific
Fam71e1,Ermp1,WT_specific
Tenm2,Lrrc4c,WT_specific
Zc3h12b,Ppfibp2,AD_specific
Mest,Cnnm2,AD_specific
Stau2,Cenpc1,Shared
Rapgef4,Ftsj1,AD_specific
Lsm11,Csf3r,AD_specific
Kcnh7,Abhd6,Shared
Gm10376,Angel1,WT_specific
Gprin3,Camk4,AD_specific
Ulk3,Serpinb9g,AD_specific
Vmn2r1,Egflam,AD_specific
Cwf19l2,9030624G23Rik,Shared
Stk3,Rhox8,WT_specific
Mmp14,Atrn,WT_specific
Mettl24,Fmn2,WT_specific
Ttll9,Mrpl4,Shared
Ino80,C5ar2,Shared
Mrpl19,Bicral,AD_specific
Zic4,Gria3,WT_specific
Washc4,Mettl2,Shared
Tox3,Terf2ip,WT_specific
Pde5a,Ndufaf6,AD_specific
Mkln1,Cdk17,AD_specific
Rpl37rt,Dlg1,WT_specific
Slc1a2,Dcp2,WT_specific
Ttll5,Ppp1r9a,WT_specific
Zfp729a,Tcte3,Shared
Zfp967,Gm14326,WT_specific
Wnt4,Trim36,AD_specific
Spred2,Gjc3,AD_specific
Mcc,Chl1,WT_specific
Pwwp2a,Nbn,AD_specific
Zfp706,Trmt13,Shared
Gm14326,Cbx3,WT_specific
Hdac9,Cep85l,WT_specific
Trmt9b,LOC671917,AD_specific
Gm42372,Ctif,WT_specific
Rgr,Amotl1,WT_specific
Jmjd4,Fnip2,WT_specific
Gabrg1,Dcaf1,WT_specific
Ppp2r2b,Fnip2,Shared
Kcnh7,Gm10772,AD_specific
Ssbp2,Gabra2,WT_specific
Pdcd4,Cdkl2,WT_specific
Ldlrad4,D17H6S53E,AD_specific
Zfp407,Htr1d,AD_specific
Lpp,Kirrel,AD_specific
Mafg,Fmn2,WT_specific
Zfp248,Sh2d1a,AD_specific
Zyg11b,Lrrc7,WT_specific
Gm38702,Cep170,Shared
Gm52817,Cenpc1,WT_specific
Mmp14,LOC115488470,AD_specific
Gabra2,Adgrl3,WT_specific
Khdrbs2,3830406C13Rik,Shared
Kalrn,Chrna1,AD_specific
Zfp583,Gas2l3,AD_specific
Pwwp2a,Hacd2,AD_specific
Mtss2,Mest,WT_specific
Stra6l,Calcoco2,AD_specific
Trip4,Tmed2,WT_specific
Rpl27a-ps4,Armcx4,AD_specific
Ino80,Hax1,WT_specific
Tmppe,Tmem19,AD_specific
Eaf2,Bcl2l15,Shared
Gm38702,Ces2b,WT_specific
Map2,BB287469,AD_specific
Ociad1,Ddr1,AD_specific
Zfand4,Gpatch2l,AD_specific
Mro,Focad,AD_specific
Zdhhc21,Lrrc7,Shared
Zfp202,Gm17768,Shared
Plscr3,Nhsl2,Shared
Bzw2,Atp1b3,AD_specific
Kcnip4,Gm10015,Shared
Gm52229,Brip1,AD_specific
Plxdc2,Npas3,AD_specific
Rims1,Klre1,WT_specific
Szt2,Rtbdn,WT_specific
Cyrib,Cdkl1,WT_specific
Zbtb25,Gm17149,AD_specific
Rabgap1l,Hmgcll1,WT_specific
Zfp78,Zfp697,WT_specific
Stox2,Galntl6,WT_specific
Trpm7,Atrn,WT_specific
Mdfi,Ccdc60,WT_specific
Strbp,Rpl27,AD_specific
Def8,Chn2,WT_specific
Pde4d,Lhx5,AD_specific
Camsap1,B4galt6,AD_specific
Usp6nl,Duxbl1,WT_specific
Sirt5,Bdp1,WT_specific
Nhsl1,Hps1,WT_specific
Washc4,Atxn3,WT_specific
Zfp385b,App,AD_specific
Ripor1,LOC100041708,WT_specific
Nars2,Gm4791,Shared
Zfp369,Celf2,AD_specific
LOC100041903,Hsd3b3,AD_specific
Fgf10,App,AD_specific
Kif26b,Adgrl3,AD_specific
Rtp4,Masp1,Shared
Sfpq,Ppm1h,AD_specific
Nkain3,Cask,WT_specific
Slc12a8,Lrrc69,AD_specific
Gm5458,Gm3373,AD_specific
Chd9,Cer1,AD_specific
LOC118568020,Casc1,Shared
Krr1,Gm38699,AD_specific
Usp4,Kirrel,AD_specific
Zeb1,Nfat5,AD_specific
Gpr174,Fgf10,Shared
Ehbp1,Cdk17,AD_specific
Tmem245,Gm14296,Shared
Slc29a3,Cldn12,WT_specific
Gpr35,Acnat1,WT_specific
Gm8279,Gm3696,AD_specific
Spc24,Dtwd2,WT_specific
Mcmdc2,D6Ertd527e,Shared
Ptpn7,Bco1,WT_specific
Ifnar1,Ankrd10,WT_specific
Pde7a,Lrrc36,WT_specific
Gm34362,App,WT_specific
Zbbx,LOC115489981,Shared
Loxl2,Foxp1,WT_specific
Rbm26,Plau,WT_specific
Ncbp3,Dlec1,WT_specific
Zfp277,Nbea,Shared
Cer1,Adam11,WT_specific
Pcdh9,Knl1,WT_specific
Naip5,Kcnh7,AD_specific
Zfp950,Zfp799,WT_specific
Prr14,Fnip2,AD_specific
Tafa2,Gm10130,AD_specific
Synj2bp,Clec2h,WT_specific
Vgll4,Dido1,AD_specific
LOC118567579,Gm51598,WT_specific
E4f1,Cdyl2,WT_specific
Senp7,Haus8,Shared
Hivep2,Fxyd1,WT_specific
Prr5l,Barhl1,WT_specific
Zbtb37,Hmgcll1,WT_specific
Slc6a2,Bpnt1,AD_specific
S100b,Dqx1,WT_specific
Map2k6,Cfap99,WT_specific
Gpr174,Gm52229,WT_specific
Ppp2r2b,Akap9,WT_specific
Stk3,Cdk6,WT_specific
Pik3c3,Pde10a,WT_specific
Prelid1,Lsm11,AD_specific
Zfp488,Mcmdc2,AD_specific
Mplkip,Lrrtm4,WT_specific
Zfp369,Awat2,AD_specific
Hs3st2,Fan1,Shared
Igsf10,4930519L02Rik,AD_specific
Tnks2,Srrm3,Shared
Grik2,Cdh18,WT_specific
Wnt4,Rere,WT_specific
Lpp,Cwf19l2,WT_specific
Rab2a,Lrrn4cl,WT_specific
Zfp111,Gm4724,Shared
Morn1,Ggps1,WT_specific
Washc4,Ankfy1,WT_specific
Rskr,2610507B11Rik,AD_specific
Zfp617,Spast,WT_specific
Wbp1l,Ccdc25,WT_specific
Wdcp,Fmn2,AD_specific
Ptgfrn,LOC115486519,WT_specific
Utp11,Deaf1,AD_specific
St8sia1,Slc38a11,WT_specific
Nop56,Hagh,AD_specific
Msantd2,Mettl21e,WT_specific
Chchd3,BC005624,AD_specific
Spag1,Kmt2c,AD_specific
Zfp697,Cd209c,WT_specific
Hcfc2,Gfod2,WT_specific
LOC115488470,Acap2,WT_specific
Zfp853,Zfp644,WT_specific
Cenpc1,Apoc1,AD_specific
Osbpl6,Gabra2,AD_specific
Bnip5,1810030O07Rik,AD_specific
Zfp992,Cd209c,WT_specific
Kdsr,Abcc10,AD_specific
Plekhg3,Acsm2,WT_specific
Slc41a2,Dmtn,WT_specific
H2-Q6,Cmah,Shared
Runx1t1,Fhod1,WT_specific
Cracr2a,Chchd3,WT_specific
Tlr7,Lrrtm4,Shared
Mrpl4,Magi1,Shared
Egflam,Cyp3a11,WT_specific
Ybey,Gm31255,Shared
T2,Sumf2,AD_specific
Nktr,Nek4,WT_specific
Lingo2,Adam28,WT_specific
Pmaip1,Irgm2,WT_specific
Rbm7,LOC118568593,WT_specific
LOC115489981,Cwf19l2,Shared
Nars2,Impg2,Shared
Rspry1,Atad2,WT_specific
Lzic,Fam155a,WT_specific
Vps41,Slc29a1,WT_specific
Zc3h12b,Bdp1,WT_specific
Zkscan2,Zbtb8os,Shared
