Gene1,Gene2,In_OWT,In_AD,read count_WT,read count_AD,Label
Npcd,Gm4841,1,0,1,0,WT_specific
Zfp277,Zbtb8os,1,1,0,7,AD_specific
Naip5,Mylk4,1,1,0,1,AD_specific
Pou1f1,Cxcr2,1,1,7,0,WT_specific
Htr1d,Ankrd10,1,1,0,1,AD_specific
H2-DMa,Ctbp2,1,1,1,0,WT_specific
Rnasel,Gga2,1,1,2,0,WT_specific
Ppp1r9a,Nvl,1,1,0,17,AD_specific
Sox6,Lpp,1,1,1,0,WT_specific
Zfp459,Mest,1,1,0,1,AD_specific
Nckap5,Aig1,1,1,4,0,WT_specific
Mylk4,Klk14,1,1,1,4,Shared
Slc2a12,Best3,1,1,0,2,AD_specific
Kcnh7,Gm21188,1,1,1,0,WT_specific
Mertk,Fam161b,1,1,5,1,Shared
Myoz3,Mrpl27,1,1,6,1,Shared
Nbea,Fbxl21,1,1,6,0,WT_specific
Ubr5,Syn3,1,1,12,0,WT_specific
Zfp248,Wipf2,1,1,0,1,AD_specific
Tmem82,Prkn,1,1,0,3,AD_specific
Stox2,Six3,1,0,1,0,WT_specific
LOC108167553,Btbd9,1,1,1,0,WT_specific
Spc24,Dennd6a,1,1,0,2,AD_specific
Kctd14,Cep170,1,1,1,0,WT_specific
Dgkz,4930453N24Rik,1,1,1,0,WT_specific
Srl,Grik5,1,1,1,0,WT_specific
Pla2g2d,Luc7l2,1,1,0,1,AD_specific
Kalrn,Glrx2,1,1,348,358,Shared
Egflam,3830406C13Rik,1,1,13,9,Shared
Phkg1,Mlph,1,1,1,0,WT_specific
Nfat5,Mbd4,1,1,1,12,Shared
Trat1,Gm13420,1,1,0,3,AD_specific
Zfp462,Gm32719,1,1,1,0,WT_specific
Nbea,Hdac8,1,1,68,90,Shared
Spty2d1,Plcb1,1,1,1,0,WT_specific
Fmn2,Btrc,1,1,0,1,AD_specific
Vmn1r58,Susd1,1,1,11,0,WT_specific
Rpl29,Gm8940,1,1,1,0,WT_specific
Mon2,Inpp4a,1,0,1,0,WT_specific
Gm14322,Amy2a4,1,1,1,0,WT_specific
Uros,Samd11,1,1,1,0,WT_specific
Dzip1,Ankrd55,1,1,1,0,WT_specific
Nfia,Nfat5,1,1,1,0,WT_specific
Ccdc180,Atrn,1,0,1,0,WT_specific
Ctbp2,Cdkl2,1,1,1,1,Shared
Washc4,Tlcd5,1,1,1,0,WT_specific
Sqstm1,Mrpl1,1,1,0,1,AD_specific
Sp100,Atrn,1,1,1,0,WT_specific
Mpv17,Ankhd1,1,1,1,2,Shared
Zfp996,Tmem45b,1,1,1,0,WT_specific
Ttll9,Grm1,1,1,0,1,AD_specific
Pygo1,Malt1,1,1,0,5,AD_specific
Cyld,Bbip1,1,1,0,1,AD_specific
Gp1ba,Gnal,1,1,1,0,WT_specific
Wfs1,Mtus1,1,0,1,0,WT_specific
Slc17a5,Bicral,1,1,6,0,WT_specific
Ptgr2,Desi2,1,1,1,0,WT_specific
Slitrk4,Rab11fip2,1,1,0,1,AD_specific
Tstd3,N4bp2,1,1,1,0,WT_specific
Pyroxd1,Nvl,1,1,5,0,WT_specific
Tfg,Npas3,1,1,0,1,AD_specific
Rfxap,Ankrd44,1,0,1,0,WT_specific
Dnaaf4,Colec12,1,1,0,1,AD_specific
Slc4a1ap,Irak2,1,1,1,0,WT_specific
Zfp202,Dip2b,1,1,0,7,AD_specific
Slfn9,Kirrel,1,1,0,2,AD_specific
Thsd7b,Hint3,1,0,1,0,WT_specific
Minar1,Gpc4,1,1,0,3,AD_specific
Pak6,Cd33,1,1,1,0,WT_specific
Pcnx4,Negr1,1,1,12,7,Shared
Mylk4,Emsy,1,1,1,0,WT_specific
Trmt61a,Dcaf1,1,1,0,8,AD_specific
Spag1,Mob4,1,1,1,0,WT_specific
Zfp935,Actr10,1,1,0,3,AD_specific
Vps13c,Fmn2,1,1,0,1,AD_specific
Sgpp2,Gpalpp1,1,1,0,1,AD_specific
Ggps1,Emsy,1,1,0,2,AD_specific
Morf4l1,Ap1s3,1,0,3,0,WT_specific
Pex5l,Mrpl27,1,1,0,1,AD_specific
Msantd2,Mettl27,0,1,0,1,AD_specific
Timeless,Rbm28,1,1,4,1,Shared
St3gal2,Dmtn,1,1,1,0,WT_specific
Gipr,Ccdc88a,1,1,1,0,WT_specific
Zfp704,Cdk12,1,1,0,2,AD_specific
Rgs7bp,Atp1a2,1,1,10,2,Shared
Suds3,Celf4,1,1,1,0,WT_specific
Gm52229,Flywch1,1,1,1,0,WT_specific
Rpl23,3300002I08Rik,1,1,1,0,WT_specific
Stox2,Kif26b,1,1,1,0,WT_specific
Hfm1,Cd209c,1,1,7,3,Shared
Mtfmt,Lactb2,0,1,0,1,AD_specific
Slc47a2,Slc47a1,0,1,0,1,AD_specific
Utp23,Arih2,1,1,0,1,AD_specific
Mylk4,Il5ra,1,1,0,5,AD_specific
Pld5,4933430I17Rik,1,1,1,0,WT_specific
Rasl11b,Cybrd1,1,1,0,1,AD_specific
Gm7609,Akap13,1,1,0,18,AD_specific
LOC118567759,Dhtkd1,1,1,1,0,WT_specific
Trip4,Rapgef4,1,1,1,0,WT_specific
Ppp2r2b,Egflam,1,1,4,10,Shared
Stxbp6,Rhbdl3,1,0,3,0,WT_specific
Tafa5,Mdga2,1,1,0,2,AD_specific
Zbtb25,Gmeb1,1,1,2,0,WT_specific
Zfp462,Rpl27a-ps4,1,1,1,0,WT_specific
Mad1l1,Kctd16,1,1,4,1,Shared
Pibf1,Gpr35,1,1,1,0,WT_specific
Zyg11b,Rtbdn,1,1,1,0,WT_specific
Rabgap1l,Dido1,1,1,1,0,WT_specific
Hs3st2,Fnip2,1,1,0,1,AD_specific
Gm3325,D830030K20Rik,1,1,1,0,WT_specific
Mpv17l,Il1f9,1,1,0,3,AD_specific
Zbtb21,Grid1,1,1,6,16,Shared
Wdfy3,Trim43c,1,1,0,1,AD_specific
Suds3,Cd33,1,1,2,2,Shared
Samd8,LOC118568255,1,1,2,0,WT_specific
Galc,Apmap,1,1,1,0,WT_specific
Zdhhc9,Negr1,1,1,1,0,WT_specific
Tmem39b,Pbld1,1,1,0,1,AD_specific
Mga,Anxa9,1,1,0,1,AD_specific
Hells,Dhx40,1,1,1,0,WT_specific
Emsy,Adprhl1,1,1,0,1,AD_specific
Tnr,Plekhg3,1,0,2,0,WT_specific
Timmdc1,Kalrn,1,1,5,0,WT_specific
Zfp879,Tlr7,1,1,1,0,WT_specific
Tmco1,Gpr180,1,1,3,4,Shared
Tmem106c,Cplx2,1,1,0,14,AD_specific
Psg16,Ppm1h,1,1,2,0,WT_specific
Pclo,Nsl1,1,1,0,1,AD_specific
Loxl2,Gm51691,1,1,5,4,Shared
Vwa5b1,Celf2,1,1,1,0,WT_specific
Vmn1r166,Vmn1r132,1,1,2,1,Shared
Gipr,Fgf14,1,1,1,0,WT_specific
Rdh1,Celf2,1,1,4,23,Shared
Sv2c,Gpatch2,1,1,0,1,AD_specific
Psma3,AW554918,1,1,2,0,WT_specific
Zfp53,Tmed8,1,1,0,10,AD_specific
Maoa,Larp4b,1,1,0,4,AD_specific
Tmem19,Klhl33,1,1,0,2,AD_specific
Gm10015,Cxcr2,1,1,0,3,AD_specific
Hpcal1,Gm38702,0,1,0,3,AD_specific
Mprip,Klhl41,1,1,0,1,AD_specific
Il2ra,Arhgap39,1,1,0,2,AD_specific
Rufy3,Astn1,1,1,1,0,WT_specific
Tirap,4930402H24Rik,1,1,1,0,WT_specific
Zfp14,Acer2,1,1,1,0,WT_specific
Fgf14,Dixdc1,1,1,13,0,WT_specific
Rspry1,Paxip1,1,1,0,1,AD_specific
Myo5a,2210016F16Rik,1,1,0,9,AD_specific
Ldah,Abcc9,1,1,4,0,WT_specific
Zfp462,Grik3,1,1,2,0,WT_specific
Zfp950,Zdhhc8,1,1,11,0,WT_specific
Spc24,Fnip2,1,1,2,0,WT_specific
Tacr1,Hsd3b3,1,1,0,1,AD_specific
Nav3,Mtus1,1,0,1,0,WT_specific
Nek4,Chchd3,1,1,0,11,AD_specific
Celf2,Cd200r2,1,1,0,1,AD_specific
Taf1,Msantd2,1,1,0,1,AD_specific
Zfp65,Zfp369,1,1,216,272,Shared
Fan1,4933428G20Rik,1,1,1,0,WT_specific
Commd8,AY074887,1,0,1,0,WT_specific
Nktr,Chka,1,1,1,0,WT_specific
Tlr7,Slc22a13,1,1,0,1,AD_specific
Klhl41,Hsph1,1,1,0,1,AD_specific
Gm5934,Gm10147,1,1,2,1,Shared
Rnasel,4930447C04Rik,1,1,0,1,AD_specific
Morn1,Kcnn2,1,0,1,0,WT_specific
Zfp57,Ptov1,1,1,1,0,WT_specific
Dtnbp1,Cdadc1,1,1,0,11,AD_specific
Trmt112,Pou2f1,0,1,0,2,AD_specific
Tbc1d22a,Fbxo32,1,1,0,1,AD_specific
LOC118568662,Cpne5,0,1,0,4,AD_specific
Otud7a,Insyn2a,1,1,2,0,WT_specific
Strbp,Hnrnpd,1,1,1,4,Shared
Smtnl2,Slc3a2,1,1,1,2,Shared
Idnk,Ctnnd1,1,1,0,2,AD_specific
Brip1,Ankrd55,1,1,1,7,Shared
Tmem178b,Cd101,1,1,4,0,WT_specific
Fancd2os,Fancd2,0,1,0,3,AD_specific
Me3,LOC118568345,1,1,12,6,Shared
Smco1,Rnf169,1,1,0,1,AD_specific
Pou3f2,Fmn2,1,1,2,0,WT_specific
Zscan2,Gpc5,1,1,1,0,WT_specific
Ncor2,Khdrbs2,1,1,5,0,WT_specific
Map2k6,Gm7972,1,1,1,0,WT_specific
LOC118567664,Cck,1,1,1,0,WT_specific
Zfp729a,Rad1,1,1,144,91,Shared
Plekhg3,Meis2,1,1,1,0,WT_specific
Olfr1451,Ccdc78,1,0,8,0,WT_specific
Ly6g5b,Chic1,1,1,0,1,AD_specific
Nlrp10,Gphn,1,0,1,0,WT_specific
Tnfrsf10b,Rtp3,1,1,1,0,WT_specific
Pcdh15,Lzic,1,0,1,0,WT_specific
Nav2,Mindy3,1,1,1,0,WT_specific
Olfr434,Gm10015,1,0,1,0,WT_specific
Tyms,Fam169b,1,1,0,6,AD_specific
Med16,Baalc,1,1,0,1,AD_specific
Slc3a2,Epha10,1,1,0,4,AD_specific
Vmn1r135,Vmn1r131,1,1,1,0,WT_specific
Gm33869,B3gntl1,1,0,1,0,WT_specific
Scn2a,Celf2,1,1,1,0,WT_specific
Prxl2c,Apmap,1,1,0,1,AD_specific
P2ry4,Mprip,1,1,1,0,WT_specific
Uhrf1bp1l,Leo1,1,1,1,0,WT_specific
Magt1,Ffar2,1,0,1,0,WT_specific
Morn1,Ankrd10,1,1,1,0,WT_specific
Timmdc1,Klhl32,1,1,0,1,AD_specific
Pold1,Lrrc69,1,1,1,1,Shared
Nvl,Gm17768,1,1,0,109,AD_specific
Ppcdc,Hnrnpa3,1,1,0,4,AD_specific
Ttf1,Comt,1,1,1,0,WT_specific
Vmn2r42,Vmn2r30,1,1,2,7,Shared
Lrrc8e,Haus2,1,1,1,0,WT_specific
Trim36,Kif27,1,1,1,0,WT_specific
Trmt61a,Erc1,1,1,1,0,WT_specific
Zbtb20,Lonrf2,1,1,2,0,WT_specific
Slc16a6,Psg16,1,1,0,1,AD_specific
Plekhh1,Fyco1,1,1,0,3,AD_specific
Mcc,Kcna2,1,1,0,2,AD_specific
Gm41607,Cxxc4,1,1,0,5,AD_specific
Fgf11,Fam155a,1,1,1,0,WT_specific
Polb,Gmeb1,1,1,0,1,AD_specific
Stau2,Nvl,1,1,23,26,Shared
Lztr1,Cdkl1,1,1,0,3,AD_specific
Knstrn,Arid5b,1,1,8,0,WT_specific
Zfp948,Slc3a2,1,1,5,4,Shared
Preb,Cutal,1,0,1,0,WT_specific
Crb1,Atf2,1,1,4,0,WT_specific
Gtdc1,Cd38,1,1,1,0,WT_specific
Syt11,Naaladl1,1,1,0,1,AD_specific
Ctnnd1,Cnnm2,1,1,1,0,WT_specific
Ulk3,Kalrn,1,1,37,0,WT_specific
Rictor,Nars2,1,0,1,0,WT_specific
Pck1,Nfatc2,1,0,1,0,WT_specific
Rora,Kif26b,1,1,0,1,AD_specific
Wdcp,Fadd,1,1,0,1,AD_specific
Trrap,Lrp1b,1,0,1,0,WT_specific
Itgb1bp2,Hid1,1,1,1,0,WT_specific
Vash1,Usp31,1,0,1,0,WT_specific
Zfyve28,Syn3,1,1,0,4,AD_specific
Tenm2,Sntb1,1,1,1,0,WT_specific
Lrrc4c,Larp4b,1,1,0,3,AD_specific
Hdx,Grin3a,1,1,0,1,AD_specific
Klhl33,Atg4c,1,1,0,4,AD_specific
Irf1,Cdc25c,1,0,1,0,WT_specific
Wdfy2,Miga1,1,1,1,0,WT_specific
Otud7a,Chd9,1,1,0,9,AD_specific
Mettl2,H2-DMa,1,1,1,0,WT_specific
Ncapd3,Fgf14,1,1,0,30,AD_specific
Tmem69,Cpsf2,1,1,1,0,WT_specific
Il2ra,Ank3,1,1,0,31,AD_specific
Myo18b,Lrrc7,1,0,3,0,WT_specific
Nat8f3,Marchf1,1,1,2,3,Shared
Nfkb2,Glt8d1,1,1,0,1,AD_specific
Specc1,Hacd2,1,0,1,0,WT_specific
Gm52817,Ankrd33b,1,1,1,0,WT_specific
Mta3,Camkmt,1,1,0,1,AD_specific
Micall2,Gpc6,1,1,0,1,AD_specific
Ncam2,Celf2,1,1,32,11,Shared
Ppfia2,Ccdc146,1,1,1,0,WT_specific
Pphln1,Cd33,1,1,5,0,WT_specific
Slx1b,Cenpq,1,1,1,0,WT_specific
Zfp248,Sh2d1a,1,1,0,1,AD_specific
Tbc1d23,Dcdc2c,1,1,43,60,Shared
Zfp871,Cdh7,1,1,1,0,WT_specific
Oxr1,Dnajc27,1,0,1,0,WT_specific
Veph1,Tmem19,1,1,1,0,WT_specific
Cyp20a1,Adra1a,1,1,0,4,AD_specific
Glrx3,E2f3,1,1,2,0,WT_specific
Zfp316,Zbtb25,1,1,1,0,WT_specific
Kif24,Arl15,1,1,2,1,Shared
Atpsckmt,Ap3b1,1,1,0,1,AD_specific
Slc16a6,Etv1,1,1,0,26,AD_specific
Homez,Bicral,1,1,5,0,WT_specific
Zfp458,Armc7,1,1,0,1,AD_specific
Rapgef2,Cenpc1,1,1,12,0,WT_specific
Mpv17,Lztr1,1,1,9,5,Shared
Pak4,Mad1l1,1,1,0,1,AD_specific
Rgs6,LOC108167553,1,1,0,14,AD_specific
Psmb11,Mrtfb,1,1,0,1,AD_specific
Zfyve28,Gm14322,1,1,1,0,WT_specific
Fyco1,Ankrd33b,1,1,4,0,WT_specific
Il2ra,Apex2,1,1,2,0,WT_specific
Zfp991,Synj2bp,1,1,0,29,AD_specific
Slc25a42,Pde4d,1,1,2,0,WT_specific
Tnrc18,Btnl10,1,0,1,0,WT_specific
Slc18b1,Npas3,1,1,5,0,WT_specific
Zfp462,Jarid2,1,1,1,0,WT_specific
Cyp4x1,Cenpc1,1,1,13,12,Shared
Txnl4a,LOC115488470,1,1,0,2,AD_specific
Zfp939,Stoml3,1,1,1,3,Shared
Uevld,Dcun1d4,1,1,0,1,AD_specific
Ubap1l,Prr14,1,1,0,1,AD_specific
Synrg,Pramel50,1,1,0,1,AD_specific
Senp7,Cep290,1,1,2,0,WT_specific
Tafa4,Mpv17l,1,1,7,0,WT_specific
Nr6a1,Bcl7c,1,1,2,0,WT_specific
Zfp996,Pou1f1,1,1,0,1,AD_specific
Zbtb25,Tmem63c,1,1,0,5,AD_specific
Runx2,Grik2,1,1,0,1,AD_specific
Zfhx4,Khdrbs2,1,0,2,0,WT_specific
Zfp939,Atp23,1,1,0,6,AD_specific
Slc6a5,Ache,1,0,1,0,WT_specific
Washc4,Myo10,1,1,1,0,WT_specific
Kcnc2,Bnc2,1,0,2,0,WT_specific
Pcdh11x,Map3k3,1,0,1,0,WT_specific
Rdh19,Fbxl16,1,0,1,0,WT_specific
Tbrg4,Cast,1,1,1,0,WT_specific
Scn2b,Ascc1,1,1,1,0,WT_specific
Dnah7b,Chchd3,1,1,0,23,AD_specific
Tfap2b,Mgat1,1,0,2,0,WT_specific
Tcp11,Glrx2,0,1,0,4,AD_specific
Pla2g4e,Mettl2,1,1,2,0,WT_specific
Stox2,Nfat5,1,1,1,0,WT_specific
Kalrn,Hint3,1,1,123,134,Shared
Strbp,Rmi2,1,1,2,0,WT_specific
Ptov1,Ftsj1,1,1,0,1,AD_specific
Rexo1,Epha10,1,0,1,0,WT_specific
Mpv17,Mgat3,1,1,0,1,AD_specific
Zcchc9,Tedc1,1,0,1,0,WT_specific
Polr3h,Ociad2,1,1,0,1,AD_specific
Robo2,Diaph3,1,1,1,0,WT_specific
Lzts2,Cd80,1,0,1,0,WT_specific
Zkscan2,Hspb11,1,1,0,6,AD_specific
Zmynd8,Zbtb44,1,1,0,2,AD_specific
Pdk4,Myoz3,1,1,2,1,Shared
Cnot1,Chn2,1,1,0,1,AD_specific
Rfx3,Mtpn,1,0,1,0,WT_specific
Maml2,Knstrn,1,1,1,0,WT_specific
Rai1,Pramel37,1,1,0,2,AD_specific
Tmem39b,Arih2,1,1,1,0,WT_specific
Insl5,Ano6,1,0,1,0,WT_specific
Trat1,3300002I08Rik,1,1,27,44,Shared
Paox,Mast1,1,0,1,0,WT_specific
Zfp113,Tmem19,1,1,1,0,WT_specific
Tmem50a,Gm38702,1,1,1,0,WT_specific
Tango2,Gm8290,1,1,0,3,AD_specific
Psma3,Gphn,1,1,1,0,WT_specific
Tbl1x,Phka2,0,1,0,3,AD_specific
Nckap5,9930021J03Rik,1,1,5,0,WT_specific
Wdr31,Cwf19l2,1,1,11,4,Shared
Ndufa6,Kcng3,0,1,0,1,AD_specific
Wdfy3,Ddx27,1,1,1,0,WT_specific
Uevld,Celf2,1,1,0,4,AD_specific
Tlr7,Rbm12b2,1,1,6,0,WT_specific
Fgf10,Atxn7l1,1,1,0,2,AD_specific
Plscr3,Npas3,1,1,5,5,Shared
Slc35e2,Mpp7,1,1,0,5,AD_specific
Scamp5,Rbpj,1,1,1,0,WT_specific
Loxl2,BC051142,1,0,1,0,WT_specific
Tmem8b,Ptprt,1,0,1,0,WT_specific
Gm31606,Denr,1,1,1,6,Shared
Mrpl27,Dgkz,1,1,3,2,Shared
Mrpl14,Esyt2,1,1,0,6,AD_specific
Npr3,Hoxc9,1,1,0,1,AD_specific
Npas3,Gm38702,1,1,1,0,WT_specific
Thra,Robo2,1,1,0,3,AD_specific
Fyn,Creg2,1,1,1,0,WT_specific
Synj2bp,2210408I21Rik,1,1,0,12,AD_specific
Esco1,Dhtkd1,1,1,1,0,WT_specific
Syt11,Paox,1,1,0,26,AD_specific
Jmjd1c,Gmpr2,1,1,1,0,WT_specific
Pyroxd1,Lrrtm4,1,1,6,14,Shared
LOC115489417,Gm33532,1,1,15,0,WT_specific
Zcwpw1,Gm38523,1,1,1,0,WT_specific
Snx12,Nacc2,1,1,1,0,WT_specific
Maml2,Itga2,1,0,3,0,WT_specific
Ascc1,4933428G20Rik,1,1,1,0,WT_specific
Hoxc9,Alkbh8,1,1,0,14,AD_specific
Sirt4,Mrpl15,0,1,0,1,AD_specific
Wnk3,Chrna4,1,0,1,0,WT_specific
Eepd1,4930519L02Rik,1,1,4,0,WT_specific
Zmat3,Il7,1,0,1,0,WT_specific
Gin1,Bglap3,1,1,0,1,AD_specific
Rad9b,Ptchd1,1,0,1,0,WT_specific
Zbtb34,Fgf11,1,0,1,0,WT_specific
Pi15,Micu3,1,1,15,11,Shared
Myo10,Adap2,1,1,0,1,AD_specific
Synj2bp,Cdadc1,1,1,22,12,Shared
Vmn1r65,Ptov1,1,1,0,4,AD_specific
Fuom,4930512M02Rik,1,1,1,0,WT_specific
Speg,Saa4,1,0,1,0,WT_specific
Dtwd2,Cracd,1,1,0,1,AD_specific
Dnah10,Bin2,1,0,3,0,WT_specific
Utp11,Fbxo32,1,1,0,1,AD_specific
Zfp277,9930021J03Rik,1,1,11,14,Shared
Nwd2,Grip1,1,1,15,0,WT_specific
Zfp53,Fam71e1,1,1,1,0,WT_specific
Pou1f1,Klhl41,1,1,1,0,WT_specific
Zmynd8,Prrg4,1,1,1,0,WT_specific
Hook2,Camk2a,1,0,1,0,WT_specific
Tmem45b,Phex,1,1,0,2,AD_specific
Dph5,Apex2,1,1,0,2,AD_specific
Baalc,Ap4s1,1,1,0,2,AD_specific
H2-Q6,H2-Q1,1,1,0,6,AD_specific
Zbtb1,Cd55,1,1,2,0,WT_specific
Rapgef2,Ncam2,1,1,4,1,Shared
Nav3,Gm52229,1,1,8,0,WT_specific
Paqr3,Gm3739,1,1,6,1,Shared
Gm5459,Btbd16,1,1,0,4,AD_specific
Nlrp1b,Alpk1,1,1,1,0,WT_specific
Stag1,Mxra7,1,1,0,1,AD_specific
Scyl2,Filip1,1,0,1,0,WT_specific
Rfx3,Gm31606,1,1,1,0,WT_specific
Serinc2,Itsn1,1,1,0,1,AD_specific
Zbtb16,Atf1,1,1,5,0,WT_specific
Slc52a2,Itgb1bp2,1,1,1,0,WT_specific
Thnsl1,Rngtt,1,1,0,12,AD_specific
Zfyve28,Grk4,1,1,0,4,AD_specific
Mef2c,Marchf1,1,1,49,47,Shared
Slc7a6,Asph,1,1,1,0,WT_specific
Zfp941,Ccdc167,1,1,0,2,AD_specific
Camk4,Ankrd10,1,1,1,0,WT_specific
Txnl4a,Ikbip,1,1,0,2,AD_specific
Lmbr1,Akr1e1,1,1,1,0,WT_specific
Zbtb8a,Rad51c,1,1,1,0,WT_specific
Khdrbs2,Epha6,1,1,24,0,WT_specific
Med16,Exosc2,1,1,0,1,AD_specific
Ndnf,Ifnar1,1,1,7,0,WT_specific
Gm31606,Dock11,1,0,1,0,WT_specific
Hexdc,Cdc14b,1,1,1,0,WT_specific
Hspa12a,Esrrg,1,1,3,1,Shared
Rtf1,Bmerb1,1,0,1,0,WT_specific
Synrg,Btbd9,1,1,0,6,AD_specific
Zfp462,Atg4c,1,1,0,1,AD_specific
Mad1l1,Fbxw22,1,1,0,1,AD_specific
Rngtt,Magt1,1,1,2,0,WT_specific
Rad1,Agk,1,1,0,2,AD_specific
Ppfibp2,Nrf1,1,1,1,0,WT_specific
Tbc1d8b,Lrrc7,1,1,1,0,WT_specific
Uhrf1bp1l,Slc29a2,1,1,6,4,Shared
Erv3,Adgrf5,1,0,1,0,WT_specific
Vmn1r213,Ppp4r1,0,1,0,3,AD_specific
Mindy2,Ctbp2,1,1,1,0,WT_specific
Hecw1,9330159F19Rik,1,1,2,0,WT_specific
Nrp2,Dcun1d5,1,1,0,13,AD_specific
Xpo7,Cdh19,1,1,1,0,WT_specific
Percc1,Nav2,1,0,1,0,WT_specific
Taf1d,Rab2a,1,1,0,1,AD_specific
Syk,Csnk2a1,1,1,1,0,WT_specific
Washc4,Dcaf17,1,1,1,0,WT_specific
Mgat3,Gm29667,1,1,0,3,AD_specific
Mmp14,Cplx2,1,1,4,0,WT_specific
Tnks2,Thra,1,1,104,296,Shared
Tfeb,Hip1,1,1,0,1,AD_specific
Trmt13,Tex47,1,1,2,0,WT_specific
Wdcp,Bloc1s2,1,1,0,10,AD_specific
Marchf1,Fam172a,1,1,10,20,Shared
Utp4,Thra,0,1,0,1,AD_specific
LOC115489417,Arhgap15,1,1,432,400,Shared
Trappc10,Ank2,1,1,0,1,AD_specific
Zfp65,D6Ertd527e,1,1,0,12,AD_specific
Zbtb25,Sh3pxd2a,1,0,1,0,WT_specific
Ldhd,Cacna1e,1,1,0,1,AD_specific
Cybrd1,Brd4,1,1,0,1,AD_specific
Tmod3,Golm2,1,1,2,0,WT_specific
Lzts3,Csmd3,1,1,0,1,AD_specific
Trpm3,Pcdh15,1,0,2,0,WT_specific
Padi2,Ift46,1,1,1,0,WT_specific
Trmt13,Pot1b,1,1,80,130,Shared
Pigr,Arhgap26,1,1,6,0,WT_specific
S100b,Dlg1,1,0,1,0,WT_specific
Rpn2,Gcnt7,1,1,1,3,Shared
Zfp948,Rfx4,1,1,0,4,AD_specific
Mylk4,C2cd2,1,1,4,0,WT_specific
Gm5795,Gm5458,1,1,1,3,Shared
Gm5820,Cyp4a31,1,1,0,1,AD_specific
Slc35a1,Nav3,1,1,11,11,Shared
Gm31035,Dgkh,1,1,1,0,WT_specific
LOC115488671,B4galt7,1,1,0,1,AD_specific
Nfyc,LOC118567505,1,1,0,1,AD_specific
Tmem196,Spop,1,0,1,0,WT_specific
Pde10a,Hivep2,1,1,21,28,Shared
Zfp329,Osbpl10,1,0,1,0,WT_specific
Phactr2,Npas3,1,1,2,0,WT_specific
Gm52229,Dzip1,1,1,0,9,AD_specific
Rab8b,Pi15,1,1,0,1,AD_specific
Kctd12b,Ceacam3,1,0,2,0,WT_specific
Tmod3,Ckap5,1,1,0,2,AD_specific
Samd8,Cilp,1,0,23,0,WT_specific
Rbm47,Kalrn,0,1,0,6,AD_specific
Zfp992,Zfp991,1,1,25,68,Shared
Slc9b2,Nsl1,1,1,0,5,AD_specific
Zar1,Slc10a4,1,1,3,1,Shared
Myo5c,Itgb1bp2,1,1,0,1,AD_specific
Zfp937,Phka2,1,1,95,0,WT_specific
Srgap3,Marchf8,1,1,1,0,WT_specific
Zfp111,Nars2,1,1,0,12,AD_specific
Ulk3,Trmt13,1,1,2,0,WT_specific
Lonrf2,Lcp2,1,1,1,0,WT_specific
Vinac1,Gm35315,1,1,0,25,AD_specific
H2-DMa,Dusp3,0,1,0,4,AD_specific
Zfp839,C87436,1,1,1,1,Shared
Nus1,Dlgap4,1,1,1,0,WT_specific
Rtbdn,Acbd6,1,1,0,3,AD_specific
Tfap2d,Sox6,1,1,4,10,Shared
Prkn,Exosc2,1,1,1,0,WT_specific
Grk4,Glrx2,1,1,7,56,Shared
St3gal4,Mcfd2,0,1,0,7,AD_specific
Serpina1a,Mdga2,1,1,2,0,WT_specific
LOC118568062,Ifi213,1,1,1,0,WT_specific
Lrrc7,Apex2,1,1,25,23,Shared
Zc3h18,Kalrn,1,1,69,0,WT_specific
D17H6S53E,Cplane1,1,0,7,0,WT_specific
Scn4a,Mad1l1,1,1,3,0,WT_specific
Dlc1,Cdc42bpb,1,1,1,0,WT_specific
Synrg,Gm17149,1,1,1,1,Shared
Stx4a,Rora,1,1,1,0,WT_specific
Gm3696,4930555G01Rik,1,1,4,7,Shared
Ppp2r2b,Mucl2,0,1,0,2,AD_specific
Tfeb,Sumf2,1,1,1,0,WT_specific
Zfp976,LOC118567464,1,1,2,2,Shared
Stag2,Itpripl1,1,1,1,0,WT_specific
Paox,Ank3,1,1,0,128,AD_specific
Nhsl2,Dlgap4,1,1,8,0,WT_specific
Opcml,Dzip1,1,1,14,0,WT_specific
Ehbp1l1,Babam1,1,1,2,0,WT_specific
Tagln3,Herpud2,1,1,0,1,AD_specific
Kdelr2,D130037M23Rik,1,0,1,0,WT_specific
Sox6,Rexo5,1,1,23,12,Shared
Pkd1l3,Gm13420,1,1,1,0,WT_specific
Nsl1,Gm52217,1,1,0,2,AD_specific
Xkr6,Tafa5,1,1,2,0,WT_specific
Zcchc9,Ank2,1,0,1,0,WT_specific
Trpm6,Ermard,0,1,0,1,AD_specific
Rfc5,Lix1,1,0,1,0,WT_specific
Zfp65,Zfp488,1,1,278,284,Shared
LOC118567798,Haus2,1,1,0,1,AD_specific
Ybey,Klhl38,1,1,1,0,WT_specific
Ube2l6,Ifnar1,1,1,0,1,AD_specific
Prxl2c,Kidins220,0,1,0,26,AD_specific
Tmem19,Asap3,1,0,1,0,WT_specific
Prdm2,Gm4841,1,1,2,0,WT_specific
Ppm1k,Npas3,1,1,1,0,WT_specific
Zfp976,Rapgef4,1,1,0,10,AD_specific
Marchf1,Gm29667,1,1,1,0,WT_specific
Shank1,Mgat3,1,1,2,0,WT_specific
