Gene1,Gene2,In_OWT,In_AD,read count_WT,read count_AD,Label
Zscan2,Zbtb2,1,1,0,3,AD_specific
Sorcs2,Kcnmb2,1,1,1,0,WT_specific
Phactr1,Klhl15,1,0,15,0,WT_specific
Ppp2r2b,Fam172a,1,1,5,4,Shared
Rnpepl1,Ap4s1,1,1,0,2,AD_specific
Gm2897,Gm10408,1,1,0,7,AD_specific
Zfp219,Usp6nl,1,1,0,10,AD_specific
Zfp996,Nup93,1,1,0,1,AD_specific
Zyg11b,Ripor2,1,1,1,0,WT_specific
Kremen1,Eef1a2,1,1,0,1,AD_specific
Zfp65,Cenpc1,1,1,67,98,Shared
Cdh16,AW554918,1,1,5,0,WT_specific
Polb,Lcmt2,1,1,0,2,AD_specific
Wdcp,Hltf,1,1,1,0,WT_specific
Uty,Eif2s3y,1,1,16,5,Shared
Numb,Galc,1,1,2,1,Shared
Paqr3,Ankrd7,1,1,1,0,WT_specific
Zfp729a,Ccdc148,1,1,0,18,AD_specific
Med27,Dvl3,1,1,1,0,WT_specific
Synj2bp,Cert1,1,1,1,0,WT_specific
Rasa1,3300002I08Rik,1,1,0,1,AD_specific
Zdhhc8,Ehbp1,1,1,0,1,AD_specific
Gm20939,Cdkl2,1,1,2,0,WT_specific
LOC102635990,Gm36182,1,1,1,1,Shared
Sox6,Dzip1,1,1,1,2,Shared
Slc41a2,Ap4s1,1,1,0,2,AD_specific
Veph1,2210408I21Rik,1,1,4,0,WT_specific
Ncam2,Gm13420,1,1,6,0,WT_specific
Npas3,Mgat3,1,1,1,0,WT_specific
Nav2,Csrnp3,1,1,1,0,WT_specific
Pou2f1,LOC115489417,1,1,451,626,Shared
Trappc9,Intu,1,1,0,3,AD_specific
Dph5,Abcb9,1,0,2,0,WT_specific
St7l,Arhgap32,1,1,1,0,WT_specific
Slc3a2,Kdm4b,1,1,1,0,WT_specific
Pou2f2,Lrrc61,1,1,1,0,WT_specific
Wnt4,Fxn,1,1,4,0,WT_specific
Ttc28,Slc7a14,1,1,0,1,AD_specific
Phka2,Acnat2,1,1,31,0,WT_specific
Nrp2,LOC118568482,1,1,0,1,AD_specific
Spopl,Arhgef37,1,1,0,8,AD_specific
Tenm3,Nbea,1,1,364,560,Shared
Washc1,Nbn,1,1,0,1,AD_specific
Rasd2,Camkmt,1,1,0,9,AD_specific
Kcnip4,Hmgcll1,1,1,66,87,Shared
Epb41l4a,Dnajc1,1,1,4,0,WT_specific
Cntnap5c,Cacnb2,1,1,1,0,WT_specific
Tnks1bp1,4931428F04Rik,1,0,1,0,WT_specific
Mtrf1,LOC118567664,1,1,2,0,WT_specific
Slc6a5,Kctd12,1,1,1,0,WT_specific
Tex47,Rab2a,1,1,1,0,WT_specific
Nbn,Arhgef37,1,1,4,2,Shared
Spaca3,Pou1f1,1,1,0,1,AD_specific
Vti1a,0610030E20Rik,1,1,0,5,AD_specific
Tcf25,Fbxl17,1,1,0,1,AD_specific
Slc7a14,Hexdc,1,1,16,0,WT_specific
Spopl,Gm2007,1,1,2,0,WT_specific
Mrpl27,Atrn,1,1,1,0,WT_specific
Slc43a2,Nono,1,1,0,2,AD_specific
Opcml,Egflam,1,1,0,8,AD_specific
Sox6,Ormdl2,0,1,0,1,AD_specific
Pld5,Nars2,1,1,19,51,Shared
Tedc1,9030025P20Rik,1,1,0,2,AD_specific
Frmd4a,Ap4s1,1,1,1,0,WT_specific
Thra,Gpr180,1,1,4,6,Shared
Mlph,Gmfb,1,1,1,0,WT_specific
Srrm3,Kif27,1,1,0,1,AD_specific
Usp3,Rabepk,1,1,0,1,AD_specific
Ghrhr,Crtc1,1,0,1,0,WT_specific
Gm5977,Fxyd1,1,1,2,0,WT_specific
LOC115489417,Fam98b,0,1,0,5,AD_specific
Gpr26,Fam83b,1,1,1,0,WT_specific
Numb,Haus8,1,1,0,2,AD_specific
Sp110,Kcnq5,1,1,0,5,AD_specific
Tshz2,Elavl4,1,0,1,0,WT_specific
Nav3,Gm41607,1,1,15,29,Shared
Rimklb,Ctbp2,1,1,1,11,Shared
Tmod2,Pik3c2b,1,0,3,0,WT_specific
Tsga10,Ksr1,1,1,2,0,WT_specific
Otud7a,Gpr173,1,1,0,2,AD_specific
Plp1,Ceacam20,1,1,5,0,WT_specific
Mecom,Ahdc1,1,0,2,0,WT_specific
Tbc1d23,Fam205a4,1,1,1,0,WT_specific
Zfp958,Map3k7,1,0,1,0,WT_specific
Tmem239,Grin2b,1,0,1,0,WT_specific
Rcbtb1,Cnbd2,1,1,5,0,WT_specific
Gm51594,Bzw2,1,1,1,0,WT_specific
Prnp,Pkd2,1,1,0,1,AD_specific
Wars2,Marchf5,1,1,0,1,AD_specific
Rps17,Rfx4,1,1,0,1,AD_specific
Mdga1,Atf2,1,0,1,0,WT_specific
Wdr33,Uqcc1,1,1,1,0,WT_specific
Zfp879,Gm4841,1,1,1,0,WT_specific
St6galnac3,Myo5a,1,1,13,0,WT_specific
Ncor2,Hexdc,1,1,1,0,WT_specific
Tmem220,Slc25a30,1,1,0,1,AD_specific
Gm3752,Gm3512,1,1,19,11,Shared
Gpr157,Galntl6,1,1,1,0,WT_specific
Lrrc4c,Aim2,1,1,2,0,WT_specific
Slc12a9,Pag1,1,1,90,263,Shared
Sp100,Gm7609,1,1,1,0,WT_specific
Rhox8,Lamc3,1,1,7,13,Shared
Tspan5,Cdh4,1,1,1,0,WT_specific
Rpl10,Adam28,1,1,0,1,AD_specific
Iars2,Cfap99,1,1,7,5,Shared
Sytl5,Celf6,1,1,1,0,WT_specific
Ncor1,Fnip1,1,0,3,0,WT_specific
Tedc1,Stox2,1,1,1,0,WT_specific
Morn1,Anxa9,1,1,1,0,WT_specific
Gpr157,Cdc123,1,1,1,0,WT_specific
Slc2a12,Pip4k2b,1,1,1,0,WT_specific
Zfp786,Slc9b2,1,1,0,1,AD_specific
Suds3,Negr1,1,1,1,0,WT_specific
Tuba1b,LOC115489981,1,1,1,0,WT_specific
Sash1,Etv1,1,0,1,0,WT_specific
Prxl2c,Armc9,1,1,0,1,AD_specific
Fuom,Cxcr2,1,1,1,0,WT_specific
Kalrn,Gm17768,1,1,0,419,AD_specific
Klf9,Fgf16,1,0,1,0,WT_specific
Gm46430,Clec2e,1,1,1,0,WT_specific
Gm52229,Dpp4,1,1,1,2,Shared
Ropn1,Gm17768,1,1,0,1,AD_specific
Rusc2,Lrrc61,1,1,0,3,AD_specific
Kcnq5,Gabrg1,1,1,4,20,Shared
Sowahb,Scd3,1,1,0,1,AD_specific
Lrrc69,Arhgef37,1,1,4,0,WT_specific
Zfp65,Ces2b,1,1,32,74,Shared
Thra,Olfr371,0,1,0,1,AD_specific
Uqcc1,Crtc3,1,1,1,0,WT_specific
Tal1,Igsf10,1,0,2,0,WT_specific
Pramel50,Pramel44,1,1,2,0,WT_specific
Zfp583,Tmem245,1,1,1,0,WT_specific
Ermap,Acbd6,1,1,0,1,AD_specific
Cyp4x1,Btbd7,1,1,1,0,WT_specific
Psd,Npas3,1,0,1,0,WT_specific
Maml2,Clasp1,1,1,2,16,Shared
Mfsd4a,B4galt6,1,1,0,1,AD_specific
Mafg,Fgf10,1,1,0,1,AD_specific
Rplp1,Gmeb1,1,1,2,0,WT_specific
Stx18,Fmn2,1,1,1,0,WT_specific
Rasal2,Comt,1,1,0,1,AD_specific
Ttf1,Bri3bp,1,1,1,0,WT_specific
Tox3,Evi5,1,1,1,0,WT_specific
Kcnq3,9930021J03Rik,1,1,0,4,AD_specific
Ppp1r9a,Amy2a2,1,1,0,1,AD_specific
Fam149b,Dmtn,1,1,0,1,AD_specific
Tfap2d,Igsf10,1,1,21,0,WT_specific
Prr11,Cradd,1,1,2,20,Shared
Pde10a,Bard1,1,1,2,0,WT_specific
Relb,Arhgef37,1,1,1,0,WT_specific
Psma3,Dusp22,1,1,0,1,AD_specific
Zdhhc21,Hmgcll1,1,1,5,9,Shared
Nlrp1b,Hexdc,1,1,2,0,WT_specific
Obi1,Nufip2,1,1,4,0,WT_specific
Ebf1,Ap4s1,1,1,1,0,WT_specific
Mapt,Arid1b,1,0,1,0,WT_specific
Ttf1,Polb,1,1,0,5,AD_specific
Neto1,Ak4,1,1,36,39,Shared
Tmem19,Tedc1,1,1,10,3,Shared
Rspry1,Nqo1,1,1,1,0,WT_specific
Zbtb2,Gtdc1,1,1,0,1,AD_specific
Gm52817,Ccr4,1,1,0,8,AD_specific
Runx1t1,Cdh19,1,0,1,0,WT_specific
Kcnh7,Gm52229,1,1,28,0,WT_specific
Zc3h12b,Tmem229b,1,1,1,0,WT_specific
Xcr1,Plekha7,1,1,1,0,WT_specific
Tmem255b,Paxip1,1,1,1,0,WT_specific
Tmem106c,Got1l1,1,1,0,2,AD_specific
Zbtb1,Adgrl3,1,1,0,1,AD_specific
Utp11,Slc35e2,1,1,0,1,AD_specific
Zfp771,Utp11,1,1,0,2,AD_specific
Zfp853,Zfp248,1,1,4,0,WT_specific
Gfra2,App,1,1,1,0,WT_specific
Zfp950,Acnat2,1,1,0,1,AD_specific
Gsap,Abcc10,1,1,4,0,WT_specific
Zfp65,Ttc9b,1,1,0,1,AD_specific
Gm52310,Gm4841,1,1,1,3,Shared
Gm52229,Crppa,1,1,80,122,Shared
Rgs6,Dsg1b,1,1,1,0,WT_specific
Spc24,Sp100,1,1,0,1,AD_specific
Tuba1b,Dph6,1,1,1,0,WT_specific
Gm7972,Dcaf1,1,1,1,5,Shared
Fam172a,Adal,1,1,0,27,AD_specific
Ttc28,Kcnq5,1,1,1,3,Shared
Lhcgr,Baalc,1,1,1,0,WT_specific
Ly86,Dynlt1a,1,1,0,3,AD_specific
Tmem115,Ino80,1,0,1,0,WT_specific
Rnf169,Grip1,1,1,33,32,Shared
Pola2,Gm17149,1,1,0,1,AD_specific
Ywhag,Gm7972,1,0,1,0,WT_specific
Slc35e2,Gm14393,1,1,0,15,AD_specific
Prkcb,Msx2,1,0,1,0,WT_specific
Wdr59,Pi15,1,1,0,1,AD_specific
Synj2bp,Nfia,1,1,1,0,WT_specific
Dmtn,C5ar2,1,1,0,1,AD_specific
Numb,Nbn,1,1,3,0,WT_specific
Tcf4,Kynu,1,1,1,0,WT_specific
Rnf212,Evi5,1,1,1,0,WT_specific
Dlg2,Dapp1,1,0,1,0,WT_specific
Syne1,Fank1,1,1,13,0,WT_specific
Pou4f1,Ninl,1,0,1,0,WT_specific
Stxbp4,Cep170,1,1,49,0,WT_specific
Baalc,Arhgap21,1,1,0,15,AD_specific
Tcte3,Echdc1,1,1,1,1,Shared
Kcnh7,Gramd1b,1,1,149,0,WT_specific
Tmco3,LOC115488470,1,1,0,1,AD_specific
Gm8232,Gm21154,0,1,0,6,AD_specific
Gm38523,Gm16867,1,1,0,1,AD_specific
Ly6g5b,Lpl,1,1,1,0,WT_specific
Pkd1l3,Cdk5rap1,1,0,1,0,WT_specific
Trmt13,Kcnq3,1,1,14,16,Shared
Senp7,Eif2ak2,1,1,43,50,Shared
Gm5934,Gm2030,1,1,2,2,Shared
Tafa2,Kcnq3,1,1,13,13,Shared
Pi15,Dgki,1,1,0,8,AD_specific
Mrpl27,Gm52817,1,1,0,1,AD_specific
Mrtfb,Adat1,1,1,0,1,AD_specific
Trmt13,Ccdc30,1,1,1,0,WT_specific
N4bp2,LOC115489981,1,1,52,61,Shared
Dyrk1b,Cep135,0,1,0,1,AD_specific
Rspry1,Nfkb2,1,1,1,0,WT_specific
Utp11,Cycs,1,1,0,4,AD_specific
Luc7l2,Chrm1,1,1,0,6,AD_specific
Lpin2,2210408I21Rik,1,1,6,2,Shared
Tmcc1,Ccdc137,1,1,0,1,AD_specific
Gsap,Aktip,1,1,16,0,WT_specific
Wdfy1,Ripor2,1,1,6,4,Shared
Fxyd1,Acox3,1,0,1,0,WT_specific
Rtbdn,Hsph1,1,1,0,2,AD_specific
Mboat4,Kcnd2,0,1,0,4,AD_specific
Vash1,Npas3,1,1,1,0,WT_specific
Wdr73,Rimbp2,1,0,1,0,WT_specific
Zfp950,Abhd6,1,1,10,12,Shared
LOC115488470,Acbd6,1,1,1,0,WT_specific
Smtnl2,Dmtn,1,1,1,1,Shared
Sema5a,Nav2,1,0,1,0,WT_specific
Ptprs,Nars2,1,1,17,4,Shared
Tulp2,Atpsckmt,1,1,1,0,WT_specific
Rbm28,Gpr35,1,1,1,0,WT_specific
Smco1,Mad1l1,1,1,1,0,WT_specific
Nepro,Ctcfl,1,1,0,1,AD_specific
Tfeb,Ripor1,1,1,0,1,AD_specific
Lsm6,Ggcx,1,1,1,0,WT_specific
Pafah2,Alk,1,0,1,0,WT_specific
LOC115488470,Fam131c,0,1,0,3,AD_specific
Tmc2,Rab2a,1,1,2,0,WT_specific
LOC118567918,Fbxl21,1,1,1,0,WT_specific
Rapgef2,Atad2b,1,1,4,0,WT_specific
Zbtb25,Gm33532,1,1,0,1,AD_specific
Scd4,Ddo,1,1,1,0,WT_specific
Zfp771,Szrd1,1,1,1,0,WT_specific
Tmem82,Msantd2,1,1,1,0,WT_specific
Ccser1,Anxa9,1,1,0,1,AD_specific
Paox,Loxl2,1,1,0,19,AD_specific
Slc38a11,Nr6a1,1,1,0,1,AD_specific
Carf,Bri3bp,1,1,0,1,AD_specific
Prr14,Nip7,1,1,7,0,WT_specific
Tomm70a,Memo1,1,0,1,0,WT_specific
Thrb,Foxp1,1,1,1,0,WT_specific
Sil1,Eef1g,0,1,0,3,AD_specific
Tbc1d4,Kdm4c,1,1,0,1,AD_specific
Tbc1d13,Slc30a2,1,0,3,0,WT_specific
St6galnac3,Gm52229,1,1,57,54,Shared
Nup153,Aktip,1,0,1,0,WT_specific
Trerf1,Stx18,1,1,0,1,AD_specific
Zfp169,Ccdc50,1,0,1,0,WT_specific
Trim25,Sgcz,1,1,1,0,WT_specific
Rasd2,Cbl,1,1,1,0,WT_specific
Paox,Neto1,1,1,181,185,Shared
Rttn,Celf2,1,1,1,0,WT_specific
Kcnip4,Gm33869,1,1,15,0,WT_specific
Glul,Drg1,0,1,0,2,AD_specific
Nhsl2,Mrpl51,1,1,5,0,WT_specific
Tsc22d4,Gnaz,1,0,2,0,WT_specific
Tenm2,Ankrd33b,1,1,1,0,WT_specific
Nr2e1,Hexdc,1,1,0,1,AD_specific
Rbpj,Lefty2,1,1,0,1,AD_specific
Foxp1,Cntn1,1,1,0,2,AD_specific
Nav2,Mdga2,1,1,1,0,WT_specific
Shc4,Gnb4,1,0,1,0,WT_specific
Pan2,Endov,1,1,1,0,WT_specific
Tafa3,Lpl,1,1,0,1,AD_specific
Nsl1,Cd93,1,1,0,2,AD_specific
Kcng3,Dyrk1b,1,1,1,5,Shared
Thbs2,Ptgfrn,1,1,1,0,WT_specific
Wdr33,Pik3c3,1,1,1,0,WT_specific
Unc79,Gpc6,1,1,4,0,WT_specific
Stxbp4,Ssbp2,1,1,10,0,WT_specific
Polr1b,4930467E23Rik,1,1,0,1,AD_specific
Gpatch2l,Gm13420,1,1,0,1,AD_specific
Rnasel,Gm33989,1,1,1,0,WT_specific
Wdfy3,Rab33b,1,1,0,2,AD_specific
Gxylt2,Anxa9,1,1,0,2,AD_specific
Pi15,Evi5,1,1,11,5,Shared
Vgll4,Ikbkg,1,1,0,1,AD_specific
St8sia1,Scfd2,1,1,1,3,Shared
Tanc2,Mcc,1,1,30,10,Shared
Lrrtm4,Cers4,1,1,9,29,Shared
Tnfrsf10b,Negr1,1,1,0,4,AD_specific
Ifnar2,Ercc6,1,1,0,1,AD_specific
Zfp202,Tmed8,1,1,5,0,WT_specific
Sp110,Dcdc2c,1,1,1,0,WT_specific
Zfp780b,Tacc2,1,1,1,0,WT_specific
Efcab8,Cacna2d1,1,1,6,0,WT_specific
Htr1d,Grip1,1,1,3,0,WT_specific
Lin28b,Grip1,1,1,1,0,WT_specific
Mtss2,Ccnl2,1,1,2,0,WT_specific
Gm35339,Chic1,1,1,1,3,Shared
Mrpl35,Dtwd2,1,1,0,1,AD_specific
Gabpb2,Ddr1,1,1,1,1,Shared
Vmn1r58,Gramd1b,1,1,27,20,Shared
Pou2f2,Atrn,1,1,1,2,Shared
Ttc28,Chn2,1,1,1,0,WT_specific
Prr5,Dmrta1,1,0,1,0,WT_specific
Osbpl6,Gm52229,1,1,0,5,AD_specific
Ttc28,Ap3b1,1,1,0,1,AD_specific
Ly6m,Bdp1,1,1,1,0,WT_specific
St3gal5,Ptchd4,1,1,1,0,WT_specific
Tcp11l1,Mcm9,1,1,0,1,AD_specific
Zbtb25,St3gal1,1,1,0,28,AD_specific
Nr2f2,Fmn2,1,0,1,0,WT_specific
Zdhhc21,Gramd1b,1,1,0,32,AD_specific
Zfp939,Gm40275,0,1,0,1,AD_specific
Zbtb25,Cyp20a1,1,1,2,0,WT_specific
Tafa3,Ddr1,1,1,1,0,WT_specific
Wipf2,Mest,1,1,2,6,Shared
Mdm2,Intu,1,1,0,2,AD_specific
Zfp369,Csrp3,1,1,0,1,AD_specific
Ptbp1,Cyp4x1,1,1,4,0,WT_specific
Plscr3,Pcmtd1,1,1,12,0,WT_specific
Xcr1,Pde10a,1,1,1,0,WT_specific
Tnfrsf10b,Polm,1,1,25,3,Shared
Rabgap1l,Ap1s3,1,1,8,0,WT_specific
Sorcs2,Arhgap20,1,1,1,0,WT_specific
Mcc,C5ar2,1,1,1,0,WT_specific
Nrp2,2900026A02Rik,1,1,0,1,AD_specific
Rdh13,Khdrbs2,1,1,1,0,WT_specific
Zdhhc14,Mest,1,0,1,0,WT_specific
Map2,Ltb4r2,1,0,1,0,WT_specific
Prkn,Pan3,1,1,1,0,WT_specific
Tent5c,Gm2897,1,1,1,0,WT_specific
Slc26a1,Bdnf,1,0,1,0,WT_specific
Meaf6,Cytip,1,0,1,0,WT_specific
Rspry1,Cast,1,1,0,1,AD_specific
Tmem220,Mxra7,1,1,1,1,Shared
Ubr5,Gm41607,1,1,52,79,Shared
Tyw1,Ikzf4,0,1,0,1,AD_specific
Larp1b,Gmpr2,1,1,1,0,WT_specific
Ttf1,Gab1,1,1,4,2,Shared
Itgb1bp2,Cyp3a13,1,1,6,27,Shared
Tbc1d22a,Slc7a14,1,1,0,1,AD_specific
Nav3,Hus1,1,1,1,0,WT_specific
Nup50,Kat6b,1,1,1,0,WT_specific
Nrf1,Dhdh,1,1,1,0,WT_specific
Fbxl17,Cldn34c1,1,1,5,0,WT_specific
Nrn1l,Nfia,1,0,3,0,WT_specific
Rab37,Arih2,1,1,1,0,WT_specific
Pkd1l3,Grk4,1,1,0,9,AD_specific
Morn1,Katnal2,1,1,0,1,AD_specific
Rint1,Rimklb,1,1,1,0,WT_specific
Ppp1r14c,Ifi213,1,1,5,1,Shared
Exoc6b,Cers6,1,1,0,2,AD_specific
Naip5,Lipn,1,1,1,0,WT_specific
Pirt,Neto1,1,1,1,0,WT_specific
Rab33b,Bloc1s2,1,1,0,1,AD_specific
Fam169b,Eif2s3y,1,1,0,8,AD_specific
Zdhhc20,Gm16867,1,1,0,1,AD_specific
Set,Acot2,1,0,1,0,WT_specific
Zfp939,Slc10a2,1,1,0,1,AD_specific
Zmat3,Gm38702,1,1,1,0,WT_specific
Pld5,Ehbp1,1,1,0,2,AD_specific
Sfrp1,Adgrl3,1,0,2,0,WT_specific
Map2,Gm28455,1,1,1,0,WT_specific
Stag1,Chn2,1,1,0,1,AD_specific
Myt1,Klhl32,1,1,0,1,AD_specific
Nvl,Dyrk1b,1,1,3,0,WT_specific
Nhsl2,Acad9,1,1,0,10,AD_specific
Stag1,Lrp8,1,1,1,0,WT_specific
Prkcb,Camkmt,1,0,4,0,WT_specific
Mrpl4,D17H6S53E,1,1,0,14,AD_specific
Osbpl10,Bace1,1,1,4,0,WT_specific
Robo1,Elavl3,1,0,1,0,WT_specific
Uncx,Dgkb,1,0,1,0,WT_specific
Mtmr9,Btbd19,1,1,1,0,WT_specific
Tll2,Rab33a,1,1,1,0,WT_specific
Ptgfrn,Ppp1r9a,1,1,0,5,AD_specific
Tafa5,Draxin,1,1,1,0,WT_specific
Gm11127,Cacna2d1,1,1,10,12,Shared
Tmem19,Denn2b,1,1,0,3,AD_specific
Ro60,Gm31606,1,1,0,2,AD_specific
Wdr31,LOC118568297,1,1,21,3,Shared
Cd55,Ccdc43,1,1,1,2,Shared
Paox,Cradd,1,1,17,0,WT_specific
Tbck,Lhcgr,1,1,1,0,WT_specific
Kdm4c,Ccsap,0,1,0,1,AD_specific
Hacd2,Atp1a2,1,1,0,1,AD_specific
Tstd2,Cdkl2,1,1,1,0,WT_specific
Prrg4,Pld5,1,1,1,0,WT_specific
Tlr7,Gramd1b,1,1,43,38,Shared
Hs3st2,Gm20172,1,1,0,1,AD_specific
Tnfrsf11a,Eif4e2,1,1,1,0,WT_specific
Tcf12,Osbpl6,1,1,1,0,WT_specific
Snapc3,Dcdc2c,1,1,23,89,Shared
Mafk,Gse1,1,0,1,0,WT_specific
Ms4a12,2610042L04Rik,1,1,0,1,AD_specific
Zfp277,Tnrc6b,1,1,0,1,AD_specific
Ddx3x,Crppa,0,1,0,2,AD_specific
Zfp996,Tcp11l1,1,1,2,0,WT_specific
Mef2c,Fnip1,1,0,1,0,WT_specific
Pou1f1,Pdk4,1,1,1,0,WT_specific
Nos1,Hecw1,1,1,1,0,WT_specific
Sema5a,Dixdc1,1,0,1,0,WT_specific
Zfp65,Hspa12a,1,1,2,0,WT_specific
Rasd2,Mtmr9,1,1,2,2,Shared
Tfg,Sox6,1,1,1,0,WT_specific
Rnft2,Ppp1r14c,1,1,1,1,Shared
Trappc9,Itga4,1,1,1,0,WT_specific
Ptprn2,Gm52229,1,1,3,1,Shared
Cdc123,Adra1a,1,1,0,31,AD_specific
Ppm1h,Kcnh6,1,1,3,0,WT_specific
Synrg,Scrn3,0,1,0,1,AD_specific
Tyms,LOC118568593,1,1,213,330,Shared
Tdrd7,Gabra2,1,1,0,2,AD_specific
Wdcp,Sumf2,1,1,0,1,AD_specific
Sirt4,Armc7,1,1,2,0,WT_specific
Ncor2,Egflam,1,1,9,5,Shared
Ppm1h,Acadm,1,1,32,3,Shared
Kirrel3,Kcnj10,1,1,2,0,WT_specific
Slc22a30,Elavl3,1,0,1,0,WT_specific
Zdhhc21,Il2ra,1,1,0,1,AD_specific
Rad1,Hyal3,1,1,0,25,AD_specific
Lrrk2,Atf7ip,1,1,1,2,Shared
Zbtb10,Fars2,0,1,0,1,AD_specific
Gm31606,5830411N06Rik,1,0,1,0,WT_specific
Rngtt,Gm8290,1,1,3,3,Shared
Ppp1r9a,Cep290,1,1,1,0,WT_specific
Tut4,Loxl2,1,1,1,0,WT_specific
Htr1d,A1cf,1,1,1,0,WT_specific
Frem2,Catspere1,1,1,1,1,Shared
Vinac1,Kirrel,1,1,1,0,WT_specific
Zfp462,N6amt1,1,1,7,2,Shared
Nr6a1,Ctbp2,1,1,0,1,AD_specific
Synrg,Fbxo36,1,1,1,0,WT_specific
Nars2,Ap1s3,1,1,7,0,WT_specific
Upk3bl,Trim56,0,1,0,2,AD_specific
Nr2e1,Efcc1,1,1,0,1,AD_specific
Tmem241,Pde10a,1,1,0,6,AD_specific
Ppfia2,Phf24,1,1,0,7,AD_specific
Stac,Baalc,1,1,0,1,AD_specific
Dop1b,Def8,1,1,0,1,AD_specific
Unc13b,Trappc9,1,1,1,0,WT_specific
Gad2,A1cf,1,1,0,7,AD_specific
Helb,Dyrk1b,1,1,0,13,AD_specific
Hddc3,Aktip,1,1,2,0,WT_specific
Rmi2,Etfa,1,1,0,1,AD_specific
Zbbx,Cenpc1,1,1,5,11,Shared
Maml2,Lonrf2,1,1,1,0,WT_specific
Nbn,Kcnv1,1,1,0,1,AD_specific
Rint1,Dtx3l,1,1,1,1,Shared
Zfp111,Sema4d,1,1,2,0,WT_specific
Wdr47,Baalc,0,1,0,2,AD_specific
Rnf150,Cacna1e,1,1,4,0,WT_specific
Tnfrsf14,Gsap,1,1,35,33,Shared
Ate1,Arih2,1,1,13,6,Shared
Ms4a12,4930555G01Rik,1,1,0,1,AD_specific
Gpr174,Fmn2,1,1,70,17,Shared
Gm8279,Gm2244,0,1,0,2,AD_specific
Nr2f2,Mrgpre,1,0,1,0,WT_specific
Usp44,Fgf10,1,1,0,2,AD_specific
Fadd,2610044O15Rik8,0,1,0,1,AD_specific
Trat1,Kirrel,1,1,5,16,Shared
Slc25a51,Dcaf17,1,1,0,7,AD_specific
Stox2,Gm5977,1,1,1,0,WT_specific
Pibf1,Golm2,1,1,0,2,AD_specific
Stk10,Ank2,1,0,1,0,WT_specific
Zc3h12b,Wdfy1,1,1,0,4,AD_specific
Tnfrsf11a,Echdc1,1,1,1,0,WT_specific
Sgcz,Ces2f,1,1,2,6,Shared
C87436,C330007P06Rik,1,1,0,1,AD_specific
Syt15,Asph,1,1,2,0,WT_specific
Ttc28,Ptchd4,1,1,0,1,AD_specific
St3gal4,Efcab5,1,1,0,1,AD_specific
Rbms3,Hoxc9,1,1,1,0,WT_specific
LOC118568311,LOC118568301,1,1,15,12,Shared
Tox3,Bri3bp,1,1,5,0,WT_specific
Tssk5,Hgh1,1,1,8,11,Shared
a,Prr14,1,1,1,0,WT_specific
Ptprz1,Lcp2,1,1,1,0,WT_specific
Gm9222,Gm53057,1,1,9,1,Shared
Tbl3,Erc1,1,1,0,1,AD_specific
Foxp1,Acnat1,1,1,0,14,AD_specific
LOC118568310,Cacna2d1,1,1,24,22,Shared
Xpo7,Akr1e1,1,1,0,1,AD_specific
Vmn2r1,3830406C13Rik,1,1,1,0,WT_specific
Ston1,Chka,1,1,0,3,AD_specific
St8sia4,Gm17768,1,1,106,115,Shared
Gm38510,Cdk17,1,1,1,0,WT_specific
St6galnac3,Gpr34,1,0,5,0,WT_specific
Tlk2,Prxl2c,1,1,0,3,AD_specific
Rfx4,Paox,1,1,6,2,Shared
Csta1,Adsl,1,1,1,0,WT_specific
Zkscan2,Hivep2,1,1,9,0,WT_specific
Wnt4,Slc29a4,1,1,0,1,AD_specific
Spopl,Aptx,1,1,2,0,WT_specific
Zfp277,Syne1,1,1,90,75,Shared
Tmem65,Ehd3,1,0,1,0,WT_specific
Med16,Btbd19,1,1,0,1,AD_specific
Prkn,Borcs7,1,1,1,0,WT_specific
Tenm3,Kcna4,1,1,20,19,Shared
Xrn1,Uevld,1,1,1,0,WT_specific
Lcp2,Celf6,1,1,1,0,WT_specific
Zbtb21,Spock2,1,1,5,2,Shared
Clip1,Cdkl2,1,1,0,1,AD_specific
Vmn1r58,Ccdc15,1,1,19,0,WT_specific
Ppp4r1,Ldhd,1,1,1,0,WT_specific
Tafa2,Ints10,1,0,1,0,WT_specific
Prdm2,Fmo5,1,1,0,1,AD_specific
Mrgpra9,Mrgpra2a,0,1,0,3,AD_specific
Syt12,Htr4,1,1,0,2,AD_specific
Lzts3,Deaf1,1,1,1,0,WT_specific
Zfp937,Trim9,1,1,0,16,AD_specific
Tmco1,LOC118568020,1,1,1,7,Shared
Nr1h2,LOC118567505,1,1,0,1,AD_specific
Gm3050,Gm17079,1,1,0,3,AD_specific
Gria1,Adgrl3,1,1,0,3,AD_specific
Htr4,Dusp22,1,1,0,2,AD_specific
Rac2,Dmtn,1,1,0,3,AD_specific
Dvl3,Agpat4,1,1,0,1,AD_specific
Zup1,Pole4,1,1,9,8,Shared
Lrrc7,Fars2,1,1,2,0,WT_specific
Mylk4,Gm52229,1,1,0,5,AD_specific
Zfp971,Acnat2,1,1,1,0,WT_specific
Il5ra,Ces2f,1,1,0,4,AD_specific
Tbc1d30,LOC118568662,1,1,0,3,AD_specific
LOC115488470,Fcamr,1,1,1,0,WT_specific
Ino80,Ccdc127,1,1,0,1,AD_specific
Zdhhc23,Asb5,1,1,2,0,WT_specific
Rnasel,Pfas,1,1,1,0,WT_specific
